JayGoonetilleke,372,7.0535423E+017,I love #toyota 2016 with fully load navigation system + love to listen to @HowardStern  https://t.co/ZYbkJ77Cub,car,3/3/2016 11:28 AM,en,0,0,0.8555
Jackson_love_97,64,7.0532169E+017,Toyota C-HR – production HR-V rival officially unveiled https://t.co/pFFsOWxQfa,car,3/3/2016  9:19 AM,en,0,0,0
DBDAN61,99,7.0527888E+017,@Edmunds_Test @Toyota I love spotting these all over LA. It's always fun even when they're dead giveaways. #CarJunkie,car,3/3/2016  6:29 AM,en,0,0,0.4939
thealso,766,7.051998E+017,@wee_baldy_ian I have a secret love for the Toyota Avensis. Ive found that no one has ever driven a brit made Japanese car to Japan overland,car,3/3/2016  1:15 AM,en,0,0,0.4588
CotsonasTheo,285,7.0516644E+017,I love all of Dr. Dhillon's old Toyota 4x4s,car,3/2/2016 11:02 PM,en,0,0,0.6369
ElizQueen__,7535,7.0510959E+017,"Toyota Rav4 is the car i love, Toyota camry is the car that loves me https://t.co/IGTsAF7LyT",car,3/2/2016  7:16 PM,en,0,0,0.836
Nuh_Ordinary,1849,7.0505655E+017,@AJ_Phx I love my Toyota and my no car payments . People who make way less than me keep telling me that I need a new car,car,3/2/2016  3:45 PM,en,0,0,0.4588
ShultsToyota,134,7.0501877E+017,"SPIED: Toyota C-HR, @Toyota's latest SUV. We think we're in love https://t.co/58nWEGwdrQ @autocar #Toyota #GreenEnergy",car,3/2/2016  1:15 PM,en,0,0,0.6369
BasketsByJill,1425,7.0496444E+017,"@Toyota my 15 yr old 4 runner 115,000 miles got hit last night. Devistated as I love my #Toyota !!!#bestcarever it saved my life.",car,3/2/2016  9:39 AM,en,0,1,0.8349
carol74625081,582,7.0491733E+017,@Toyota this is what it looks like after 24 years AMAZING Ha. LOVE CELICAS https://t.co/gq7m1lyBK7,car,3/2/2016  6:32 AM,en,0,1,0.9368
Gena_Gavrilov,124,7.0488696E+017,@MENACE @Toyota new priuses are so sick! Love both tho... Blue!,car,3/2/2016  4:32 AM,en,0,0,0.2074
ericwillson7,9,7.0488492E+017,@CURTMFG how about some 2016 Toyota Tacoma love?,car,3/2/2016  4:23 AM,en,0,0,0.6369
h3e44,267,7.0479502E+017,"@Toyota I ABSOLUTELY LOVE THE C-HR DESIGN, I WILL DEFINITELY BE WAITING FOR IT",car,3/1/2016 10:26 PM,en,0,1,0.8858
AngryPW,297,7.0479012E+017,@P31Grits I know someone on their 3rd toyota sienna. (First 2 were in accidents that weren't their fault). They love it.,car,3/1/2016 10:07 PM,en,0,1,0.4404
jmikekuhn,84,7.0474911E+017,The new rav 4 is looking more like it's down low name #ravenousforce ! I'd love to do a mural one @Toyota  https://t.co/qFdA5RdwHH,car,3/1/2016  7:24 PM,en,0,0,0.7339
Okafor_Mang,1372,7.0473547E+017,So in Love with @lexusqatar 2016 @Toyota  Lexus GX 570 on my mind like crazy😭😭,car,3/1/2016  6:30 PM,en,0,0,0.7893
LASoldierofKY,2581,7.0470108E+017,@milfhoneybee1 I literally just bought a new Toyota Prius and I already love it!!,car,3/1/2016  4:13 PM,en,0,1,0.6988
Ewing_Jameson,392,7.0469972E+017,@TheMaxMiller I'd love to see @Toyota 's ft-1 in my driveway,car,3/1/2016  4:08 PM,en,0,0,0.6369
PentopaperBlog,1544,7.0468795E+017,New car 😍 Totally in love with her already!! #newcar #toyota #NewToy https://t.co/cXQnelSHcQ,car,3/1/2016  3:21 PM,en,0,0,0.7238
NdiAshton,2274,7.0468331E+017,Toyota 2016 models. 😢😢😢😢😢😢😢😢😢😢😢😢😢😢😢😢😢😢😭😭😭😭😭😭😭😭😭😭😭😭,car,3/1/2016  3:02 PM,en,0,0,0.6369
celicaliftback,511,7.0466175E+017,@RellTWS It's nice! #US痛車 ! My cars are 1973 year model TOYOTA CELICA LB2000GT &amp,car, 1969 year model SUBARU360SUPER DELUXE.I love classi,3/1/2016  1:37 PM,en,0,1
untwin34,4754,7.0448569E+017,@ToyotaRacing I love Toyota trucks especially the Tacoma off road series. I got to meet Joe Gibbs in the mid 80s and have been a fan since!,car,3/1/2016  1:57 AM,en,0,0,0.7777
boosplodge,281,7.044072E+017,"@TalesofanAlfa Station widebody is a car I would love. Also, the original 3.0 turbo Toyota Supra was also cool. Would have loved a Scooby.",car,2/29/2016  8:45 PM,en,0,0,0.9136
Love_Zeebruh,864,7.0438615E+017,"Since there's no such thing as a Toyota Sentra, I don't have to pay this right 🤔 https://t.co/PbrvKW4HQh",car,2/29/2016  7:21 PM,en,0,0,-0.2273
themby_z,58,7.0437597E+017,I love this new Toyota Hilux ad 😂 those kids are so cute,car,2/29/2016  6:41 PM,en,1,0,0.8429
Mthokozisid,208,7.043722E+017,Gotta love the new tougherER #Hilux #TOYOTA,car,2/29/2016  6:26 PM,en,0,0,0.6369
MetalMamaLady,3010,7.0436318E+017,@ToyotaShowcase Would love to drive a Toyota but I can't drive 55: https://t.co/QZOk496YFj  Metal Mama xoxoxoxo,car,2/29/2016  5:50 PM,en,0,0,0.3818
Magnaflow,33277,7.0433533E+017,How many of you love Japanese classics? This RA21 Toyota Celica is a perfect example of a timeless Japanese... https://t.co/87JEfMWXLr,car,2/29/2016  4:00 PM,en,1,2,0.836
ButtsyButler,5983,7.0432765E+017,"Very rarely I get a horn about another Soarer but omg,  love this #Toyota #Soarer #CarPorn… https://t.co/dioQht9gYk",car,2/29/2016  3:29 PM,en,1,1,0.7783
AllAroundBndMan,687,7.0431341E+017,How I'd love to buy a Toyota 86 and swap it's engine to 2jz oh God,car,2/29/2016  2:32 PM,en,0,0,0.5719
nawwaf02011,117,7.0420087E+017,@TurboCitys ~ || [  Toyota Supra ♥ 2jz Power ✌🏼️🔥💨💨 Motec 👌🏼 tag someone that love 2jz 👌🏼💨🎌 . .… https,car,2/29/2016  7:05 AM,en,1,0,0.6369
Love_LNS,2314,7.0416926E+017,Even my very own mom won't even consider getting a TOYOTA car,car,2/29/2016  5:00 AM,en,0,0,0
Yani_Cardinal,849,7.041681E+017,"They Indian? ""@Love_LNS: The first time ever hearing a person saying there favourite car ke TOYOTA COROLLA 😭""",car,2/29/2016  4:55 AM,en,0,0,0
Love_LNS,2314,7.0416794E+017,The first time ever hearing a person saying there favourite car ke TOYOTA COROLLA 😭,car,2/29/2016  4:54 AM,en,0,0,0
s_frizzle,3297,7.0416486E+017,"Toyota Corolla sport, I love this car so much. 😳",car,2/29/2016  4:42 AM,en,0,0,0.6369
sweet_lette20,270,7.0414542E+017,I love my#Toyota #corolla much https://t.co/ds66ytzs1t,car,2/29/2016  3:25 AM,en,0,0,0.6369
NathanWebster3,245,7.0412704E+017,Why did I doubt #Toyota?! Love the 2014 #highlander here. Glad to know I don't have to buy #new.… https://t.co/c4nkMWb8IU,car,2/29/2016  2:12 AM,en,0,1,0.7177
PRisenhoover,540,7.0411169E+017,idk why I like big cars but I'm in love w the Toyota 4 Runner &amp,car, I want one so bad🙄,2/29/2016  1:11 AM,en,0,0
WillHerlong,63,7.0399377E+017,I still love my @Toyota rav4 though,car,2/28/2016  5:22 PM,en,0,1,0.6369
777Nickson,784,7.0397611E+017,even when i drove a '95 toyota i made sure it still had speakers subs and bluetooth lol i love music,car,2/28/2016  4:12 PM,en,0,0,0.8519
HoagiesGarage,3077,7.0395175E+017,"The #TRD Pro #4Runner @cleautoshow - love this thing, looks so angry! #TRDpro @toyotausa #toyota #SUV https://t.co/PU6BppF6ie",car,2/28/2016  2:35 PM,en,0,0,-0.0857
CarGurus,6795,7.0392794E+017,"Our reviewer doesn't love its looks, but has a good time driving the new Toyota Avalon. Watch our video! https://t.co/Qhh49dVBOh",car,2/28/2016  1:01 PM,en,0,0,0.4512
njuks97,134,7.0383884E+017,Amazing engineerig.... i love the stability in the machine....TOYOTA LANDCRUISER 2016 https://t.co/Fop2vW4Qcl,car,2/28/2016  7:07 AM,en,0,0,0.8402
matt_reds,247,7.0381844E+017,You gotta love a '98 Toyota Corolla with a VTEC sticker.  Doesn't get more JDM than that.  Lmfao,car,2/28/2016  5:46 AM,en,0,0,0.8271
Seanfranchise6,773,7.0381483E+017,I love that Toyota 2000GT. #dimensionw,car,2/28/2016  5:31 AM,en,0,0,0.6369
babycapricorn22,151,7.0378289E+017,I love my little toyota but its going to feel great updating to a better and bigger car,car,2/28/2016  3:24 AM,en,0,0,0.9201
ldslacey,48,7.0375858E+017,@spawnofswan I love it! The best friend had one and we jammed out many times in it 😊 We ended up with a Toyota RAV4 https://t.co/c2lAcy14,car,2/28/2016  1:48 AM,en,0,0,0.9168
Symharmony,21,7.0375647E+017,"@ToyotaWestScion I love our Toyota Sienna, but I've had a lot of issues with the tires. How come the tires are never on hand at your store?",car,2/28/2016  1:39 AM,en,0,0,-0.2124
leannjunker,160,7.0368734E+017,@Toyota Highlander. Love it,car,2/27/2016  9:05 PM,en,0,0,0.6369
athyvaya,4901,7.0368696E+017,Have I mentioned I love my @Toyota Matr-UCK &amp,car, that it carries 8' lumber quite well? 10' conduit &amp, piping. 👏🏼👏🏼👏🏼 h,2/27/2016  9:03 PM,en,0
Bassgurl92,7719,7.0358515E+017,I really want a 2010 Toyota Corolla S I love the style,car,2/27/2016  2:19 PM,en,0,0,0.6997
uhalevi,822,7.0358505E+017,"@agrabau Love the steelies. Toyota does a (also Japan only) ""blank slate"" version of the 86 https://t.co/QbEtUS8NK3",car,2/27/2016  2:18 PM,en,0,2,0.3818
Henrietta683A,814,7.0358399E+017,TobbySilver : I love to see #prius Taxi Cabs !! #letsgoplaces #toyota #toyotahybrid @ Hilton Fort Lauderdale… … https://t.co/rueMblgpRt),car,2/27/2016  2:14 PM,en,0,0,0.6988
TobbySilver,107,7.0358195E+017,I love to see #prius Taxi Cabs !! #letsgoplaces #toyota #toyotahybrid @ Hilton Fort Lauderdale… https://t.co/n0qUnYDOPI,car,2/27/2016  2:06 PM,en,0,0,0.6988
onyeubanatu,1751,7.0349858E+017,My 2nd love after 2003 Toyota corrola sport. THE HILUX 2.7. These vehicles  understands the Nigerian road more a... https://t.co/veresRFQ2S,car,2/27/2016  8:35 AM,en,0,0,0.6369
pugzilla44,127,7.0341397E+017,@Toyota can't wait to open mine up this summer!!! Love my new Tacoma 😍,car,2/27/2016  2:58 AM,en,0,1,0.7249
virtualpiss,293,7.0333579E+017,@cuntneydick I've had a really old Toyota corolla and a newer one and I fell in love with both of them,car,2/26/2016  9:48 PM,en,0,1,0.6369
XERQio,11719,7.0333151E+017,Hmmm I think I love the 2016 Toyota Tacoma https://t.co/stRxEqmOth https://t.co/oWwx5NLRrD,car,2/26/2016  9:31 PM,en,0,0,0.6369
MikeCalvertToy,708,7.0329227E+017,These are the first images of the 2017 #Toyota C-HR!  We love it!,car,2/26/2016  6:55 PM,en,0,0,0.6988
kcyndy,23,7.0328135E+017,"@Toyota 2016 Prius is great!  I was falling with love with it when I went to buy the used Prius, but I purchased this right away! Beautiful!",car,2/26/2016  6:11 PM,en,0,0,0.9017
ashleywolford2,37,7.032221E+017,I love Toyota I use to own a camery and I loved it! Never had any problems with it! Smoot... https://t.co/1iHPqLvzpk https://t.co/mzMkYjelPu,car,2/26/2016  2:16 PM,en,0,0,0.7896
13canis13,119,7.0322187E+017,@blairgarner how about 4Runner? My family always owned them and I love them! #Toyota,car,2/26/2016  2:15 PM,en,0,0,0.6696
AMDiNarda,3,7.0309194E+017,@Toyota so disappointed 2 hear Venza discontinued.  I love my car! Any plans to bring it back?,car,2/26/2016  5:39 AM,en,0,0,0.273
sheikh___syed,1505,7.0305076E+017,If @Toyota created a new supra I'll cop .. Love the Toyota supra best car they ever created,car,2/26/2016  2:55 AM,en,0,0,0.9081
DianeAshton,152,7.0300446E+017,"@RevDavidColes Love my Toyota too - so welcoming when the light comes on, it unlocks...and you haven't even done anything.",car,2/25/2016 11:51 PM,en,0,0,0.8377
kaidaie8,97,7.029937E+017,never thought I'd fall in love with a Toyota Prius .......,car,2/25/2016 11:08 PM,en,0,2,0.6369
Toyota_Oakbrook,571,7.0299232E+017,@Toyota the ULTIMATE #TBT! Love us a Toyota truck! #ToyotaFam,car,2/25/2016 11:03 PM,en,0,0,0.6988
ThatGirl_Leslie,314,7.0296767E+017,"@Brianna_MUHree Lol I have a 2014 Toyota Corolla. It took me driving it a little, but I love it now ❤️",car,2/25/2016  9:25 PM,en,0,1,0.8065
GymCraftLaundry,4335,7.0293641E+017,@organize365 I forgot to mention to you that the SUV that I want to buy is the @Toyota Highlander. I love it.,car,2/25/2016  7:21 PM,en,0,2,0.6705
andrewtoyota,942,7.0287797E+017,@Brian_Kramp @fox6now @Brewers @fox6studioa... 2016 @toyota Rav4 Hybrid SUV! Love that vehicle!!,car,2/25/2016  3:29 PM,en,0,1,0.7249
antheam13,65,7.0273622E+017,Walking into a sea of Toyota red! I love it! Let's do this! #HiluxToughFest #toyotasa https://t.co/gQby42REzD,car,2/25/2016  6:05 AM,en,0,0,0.7249
TedTheCortez,82,7.0267052E+017,Goodbye meatcar I'll love you forever hello 2016 Toyota Camaro or something hell yeah 😍😍😍😍 https://t.co/YN1GWTEkNw,car,2/25/2016  1:44 AM,en,0,0,0.2023
Mushishikin,6,7.0587588E+017,Haha. Just traded my old Toyota for a Mitsubishi and love it! 40mpg! https://t.co/JfgNKsOjLh,car comparison,3/4/2016 10:01 PM,en,0,0,0.8309
ali_salah_95,409,7.0584037E+017,"@ZizoBarwari @_Bann_98 I'm so hate kia i love ( toyota , nissan , bmw, marceds , audi, range ) but as for my toyota land cruser the best",car comparison,3/4/2016  7:40 PM,en,0,2,0.6023
Snowbird_24,452,7.0569854E+017,I'm drivin a @Toyota but nothing can really beat @Ford . 😁 Love your SUV's!  Cheerios from Philippines 😁,car comparison,3/4/2016 10:16 AM,en,0,1,0.7959
CatherineNAbney,90,7.05601E+017,@kauriemac It makes me wish I had 1 instead of a Toyota  😀  Although I do love my Camery  😀 ❤,car comparison,3/4/2016  3:49 AM,en,0,0,0.7845
Starbuck_Scully,2572,7.0557059E+017,@teacherkate83 Yep! I drove it home tonight and I LOVE it...I went from a 1995 Toyota Corolla to this...It feels driving a spaceship 😆,car comparison,3/4/2016  1:48 AM,en,0,1,0.8139
Jessyllew,42,7.0517714E+017,@ItsSabrinaa love the fiat 500 but everyone seems to have one 🙄 the Toyota is nice!,car comparison,3/2/2016 11:45 PM,en,0,1,0.7644
ahistoryofbooks,385,7.0480565E+017,"@cfbriggs1 Subarus are good for snow! I've love my older Toyota, so we went with a Toyota Corolla. Subarus were in the running but we found",car comparison,3/1/2016 11:08 PM,en,0,1,0.5916
Jah_SharkGanG,1311,7.0470941E+017,"This is a Mercedes Benz, With a Toyota Cluster, Honda Key &amp; A Nissan Motor. .. Gotta love my… https://t.co/9oBhIFKTLK",car comparison,3/1/2016  4:46 PM,en,0,0,0.6369
ausrutherford,192,7.0468653E+017,Both @Toyota and @Audi are showing their love for dangerous blindspots in their subcompact crossover offerings #GIMS,car comparison,3/1/2016  3:15 PM,en,0,0,0.2732
hftris,165,7.0468318E+017,Toyota wants to rival Honda HRV. Interesting. I love Toyota after sales service more than Honda.,car comparison,3/1/2016  3:02 PM,en,0,0,0.7845
GumdropXO,1251,7.0452091E+017,@GlampieceXO @Toyota @Honda I love my CRV. She's a babe.,car comparison,3/1/2016  4:17 AM,en,0,1,0.6369
seneffera,3008,7.0437686E+017,#toyota Nothing Compares: Three Decades of Love for the Mazda Miata and VW GTI  https://t.co/GkIJd8w3TM,car comparison,2/29/2016  6:45 PM,en,0,0,0.6369
fakeronwash38,293,7.0310207E+017,"You've got that correct! My order in preference of American cars I love: DeLorean, Mazda Miata and Toyota Corolla! https://t.co/f4LRviqEoE",car comparison,2/26/2016  6:19 AM,en,1,0,0.6988
Indycar_MN,1356,7.0291785E+017,@jkenny_ns Mazda would be perfect. Would love toyota or ford but that's not gonna happen,car comparison,2/25/2016  6:07 PM,en,0,1,0.6059
DiRagga,1257,7.0547926E+017,I love toyota! Less gas! And cheap to maintain! The only thing i hate is when i put somet... https://t.co/k0dBAmcbZL https://t.co/iv2xBvQh45,company,3/3/2016  7:45 PM,en,0,0,0.3348
lilmsspriss,41,7.0526907E+017,"I love everything about Toyota, but I have had a few bad experiences with them when getti... https://t.co/SwmMeXqDYE https://t.co/u22kSlaaeZ",company,3/3/2016  5:50 AM,en,0,0,-0.4854
inatavcar,65,7.0513689E+017,we all love toyota😂 @Toyota  https://t.co/EtI63Yg36X,company,3/2/2016  9:05 PM,en,0,1,0.6369
sarah_shawki,25,7.0497734E+017,"Toyota is the best ever,i just love it #ilovemytoyota #ToyotaEgypt",company,3/2/2016 10:31 AM,en,0,0,0.8555
toyotagastonia,248,7.0480724E+017,#Toyota is using their technology to help people keep their vision. Love being a part of such an incredible company! https://t.co/dNuk2tcBzQ,company,3/1/2016 11:15 PM,en,0,0,0.8478
LiYopp,75,7.0469684E+017,@Toyota love the birds eye view #carsales #marketing #business https://t.co/KK6ZVfp6ld,company,3/1/2016  3:56 PM,en,0,1,0.6369
Kukirtamiru,2120,7.0469326E+017,@Toyota LOVE it! #DreamBig,company,3/1/2016  3:42 PM,en,0,0,0.7371
___allycat,141,7.0469262E+017,If I didn't love Toyota so much I'd be currently on my way to fucking quit 😅,company,3/1/2016  3:39 PM,en,0,0,-0.5216
MauiWowie97_,1122,7.0469111E+017,@CarlsJr @Toyota @fiatontheweb 💗 I love my job https://t.co/9smzOt0Te8,company,3/1/2016  3:33 PM,en,0,1,0.6369
ShabeebAmanda,312,7.0451144E+017,@tyletwheaton that's what I'm leaning towards because I love my Toyota and they last awhile,company,3/1/2016  3:39 AM,en,0,0,0.6369
aphoticsouls,4653,7.042081E+017,I WAS SO SCARED HOLY SHIT I LOVE TOYOTA,company,2/29/2016  7:34 AM,en,0,0,-0.4323
wilsonvilletoyo,529,7.0402966E+017,Who doesn’t love this vintage Toyota racing jacket? It’s the perfect “fit” for #OldSchoolSunday. Get it? ,company,) https://t.co/cvFEnCj7p0,2/28/2016  7:45 PM,en,0,0
Chad_Neville,1478,7.0399397E+017,Love when I get in my car and it still has that #NewCarSmell a month later 😊😊😊 Thanks for making an awesome #SpecialEdition @Toyota,company,2/28/2016  5:23 PM,en,1,1,0.9042
38677dispatcher,113,7.0375306E+017,@Toyota did you put @russelled up to this for the 2016 #toyotatacoma? Love the song either way! https://t.co/UxmAijIohj,company,2/28/2016  1:26 AM,en,0,2,0.6696
_ashhquake,849,7.0365934E+017,"I honestly might drive a Toyota for the rest of my life. even though there's always recalls. besides that, in love with them.",company,2/27/2016  7:13 PM,en,0,1,0.802
TheToyoist,257,7.0355254E+017,I would love to hear more from Toyota the benefits of their hydrogen fuel cell. https://t.co/JqLVIHjLAU,company,2/27/2016 12:09 PM,en,0,0,0.7783
VantageMotorGrp,1601,7.0351753E+017,@voodooban1973 @ToyotaGB @toyota_europe love it! Especially the Toyota bits 😊,company,2/27/2016  9:50 AM,en,0,1,0.6696
kcyndy,23,7.0328614E+017,"@Toyota Love,love and love https://t.co/hd0ydc9o2H",company,2/26/2016  6:30 PM,en,0,1,0.6369
TheRealDByrd,2376,7.0309773E+017,"""I love what you do for me, Toyota!!"" #KicksFeet #80sbaby",company,2/26/2016  6:02 AM,en,0,0,0.6988
luiseduperez16,125,7.0306973E+017,Keep calm and love Toyota https://t.co/0NxF9Gprv4,company,2/26/2016  4:11 AM,en,0,0,0.7579
Love_TENGA,6401,7.0297036E+017,"Two deaths, Canadian probe cause huge Toyota SUV recall - CBS News https://t.co/moOJISx427",company,2/25/2016  9:36 PM,en,0,0,0.3182
DavidMausToyota,1158,7.0291466E+017,"Drive a Toyota, and fall in love with your car every day. https://t.co/mqUPoPFUC1",company,2/25/2016  5:54 PM,en,0,0,0.6369
thelexusman,480,7.0290994E+017,"@ToyotaGB thanks mate,I love Toyota/Lexus and won't have anything else 😎",company,2/25/2016  5:36 PM,en,0,1,0.7964
DIYVaBchLife,51,7.029093E+017,"Toyota must love inconveniencing me this month, another inspection. Already got spare tire &amp; dashboard fixed. Every week I'm at the deal",company,2/25/2016  5:33 PM,en,0,0,0.6369
RINA_ULTIMATUM,292,7.0454161E+017,I love my Toyota fuck a Chevy,company comparison,3/1/2016  5:39 AM,en,0,0,0.1779
