Username,Number of Followers,Tweet ID,Tweet,noise,Timestamp (UTC),Language,Retweets,Favorites,Sentiment
MikeCalvertToy,708,7.0555536E+017,Enjoy your visit with us? We'd love to hear about it on our Yelp page! #ThankYou https://t.co/HrY17De27J https://t.co/klYECz3Ove,1,3/4/2016 12:48 AM,en,0,0,0.8268
itsmejunmo,11,7.0554753E+017,I love this #ToyotaCHR #toyota #car https://t.co/Txerc4qCaT,,3/4/2016 12:16 AM,en,0,1,0.6369
briannawood_,978,7.0553333E+017,"I love @Toyota's service! Just came for an oil change, they vacuumed and washed my car.🎉👍🏼",,3/3/2016 11:20 PM,en,1,1,0.6696
billmossburg,131,7.0553267E+017,I love #Toyota cars but that #prius ad campaign is going to piss off the cops who might write extra tickets to prison drivers,,3/3/2016 11:17 PM,en,1,0,-0.7506
NickWMpls,375,7.0552518E+017,"@LanceTheDriver1 @Toyota Perhaps a new Land Cruiser? all new for 2016! ...I love mine, they last forever!",,3/3/2016 10:48 PM,en,0,0,0.6988
nwbailey5,128,7.0552187E+017,Love my car #toyota #pruis https://t.co/9l53KTnM0w,,3/3/2016 10:34 PM,en,0,0,0.6369
abrahamjba1,12,7.0551293E+017,@Toyota  I love Toyotas but you guys really messed up on the new Prius it looks so terrible probably ugliest car I seen since PT Cruiser,,3/3/2016  9:59 PM,en,0,0,-0.9328
ltis1,20,7.0551265E+017,@WLFHNTER @Toyota it was :) love it :),1,3/3/2016  9:58 PM,en,0,1,0.8807
virginmaryrussi,121,7.0550836E+017,miley cyrus egg   dad keno batridge candor  born in capperville Toyota sweet egg love you met you,1,3/3/2016  9:41 PM,en,0,0,0.802
LNyati,680,7.0548936E+017,Promised an ex iDefender on his 40th bday,1, njani bbz ndine Toyota?! Love makes us say stupid things nje nyhani 😂😂,3/3/2016  8:25 PM,en,0,0
alastairfrance,188,7.0548334E+017,@AutoPap I love an old Toyota... I'm about to sell mine though 😭,,3/3/2016  8:01 PM,en,0,0,0.6369
DiRagga,1257,7.0547926E+017,I love toyota! Less gas! And cheap to maintain! The only thing i hate is when i put somet... https://t.co/k0dBAmcbZL https://t.co/iv2xBvQh45,,3/3/2016  7:45 PM,en,0,0,0.3348
NathanWebster3,245,7.0547039E+017,These guys at mccords_vancouver_toyota ALWAYS take care of me. Love my @toyota experience!!… https://t.co/gW0yV9pKvX,,3/3/2016  7:10 PM,en,0,0,0.8395
Abby_Skeldon,722,7.0546257E+017,Actual in love with the new Toyota aygo😍😥,,3/3/2016  6:39 PM,en,0,0,0.6369
NalleyToySci,100,7.0544905E+017,"The Eligado's love their new #Prius and w/ $750* cash back for college grads, you will too! https://t.co/CUjdSn03zJ https://t.co/wFAPdS34w1",1,3/3/2016  5:45 PM,en,0,0,0.6696
much_man,576,7.0544715E+017,Toyota 's love for ISIS terrorists is real . https://t.co/Uo1y61pvCO,1,3/3/2016  5:38 PM,en,1,1,0.0258
shamans_heal,19847,7.0541842E+017,I wished I loved anything as much as Toyota Camry drivers love driving 10 miles beneath the speed limit in the Fast Lane!,1,3/3/2016  3:43 PM,en,12,34,0.8553
LOVE_OF_MUSIC_,29307,7.0540886E+017,"#CarrieUnderwood 2x Carrie Underwood Tickets Houston, TX - Toyota Center 4/19/2016 Lower Sec. 117 https://t.co/B75NQB6vGM #Music #Tshirts",1,3/3/2016  3:05 PM,en,0,0,0.2577
strong_piss,2818,7.0540817E+017,@shrekpissslave @twerkrobot @HairySkeletor @Walmart @Toyota simple: we won't. bit liberals would love the US to fail....,1,3/3/2016  3:03 PM,en,0,0,0.6369
JayGoonetilleke,372,7.0535423E+017,I love #toyota 2016 with fully load navigation system + love to listen to @HowardStern  https://t.co/ZYbkJ77Cub,,3/3/2016 11:28 AM,en,0,0,0.8555
SnowsLeasing,932,7.0533745E+017,The All New #Toyota Prius in our Millbrook Showroom! We love the new Hypersonic Red :-) https://t.co/iy1hVHiWsP,,3/3/2016 10:22 AM,en,1,3,0.7777
Jackson_love_97,64,7.0532169E+017,Toyota C-HR – production HR-V rival officially unveiled https://t.co/pFFsOWxQfa,1,3/3/2016  9:19 AM,en,0,0,0
DBDAN61,99,7.0527888E+017,@Edmunds_Test @Toyota I love spotting these all over LA. It's always fun even when they're dead giveaways. #CarJunkie,1,3/3/2016  6:29 AM,en,0,0,0.4939
lilmsspriss,41,7.0526907E+017,"I love everything about Toyota, but I have had a few bad experiences with them when getti... https://t.co/SwmMeXqDYE https://t.co/u22kSlaaeZ",1,3/3/2016  5:50 AM,en,0,0,-0.4854
thealso,766,7.051998E+017,@wee_baldy_ian I have a secret love for the Toyota Avensis. Ive found that no one has ever driven a brit made Japanese car to Japan overland,,3/3/2016  1:15 AM,en,0,0,0.4588
AutoFashionUSA,441,7.0518158E+017,Wheel Wednesday for @bobs619 new set up on his taco. Love it!!! 󾌧󾌧󾌧 #volkracing #te37 #toyota #tacoma... https://t.co/WO5TydXIte,1,3/3/2016 12:02 AM,en,0,0,0.7249
onthee_roxx,287,7.0518115E+017,"I love Toyota of Glendale because they have popcorn, hot chocolate and wifi",,3/3/2016 12:01 AM,en,0,2,0.6369
LOVE_OF_MUSIC_,29307,7.0517787E+017,#CarrieUnderwood Carrie Underwood 2 Tickets Houston ROW 18 SEC 126 Toyota Center 4/19 https://t.co/NDLAQzaAi0 #Music #Tshirts,1,3/2/2016 11:48 PM,en,0,0,0
Jessyllew,42,7.0517714E+017,@ItsSabrinaa love the fiat 500 but everyone seems to have one 🙄 the Toyota is nice!,1,3/2/2016 11:45 PM,en,0,1,0.7644
mumbeh,1156,7.0517185E+017,((((((((((((((((((((((((((DO YOU LOVE TOYOTA?)))))))))))))))) (Phoenix) https://t.co/SYaYPdF7Ae via @RobertAlai,1,3/2/2016 11:24 PM,en,0,0,0.7125
CotsonasTheo,285,7.0516644E+017,I love all of Dr. Dhillon's old Toyota 4x4s,1,3/2/2016 11:02 PM,en,0,0,0.6369
inatavcar,65,7.0513689E+017,we all love toyota😂 @Toyota  https://t.co/EtI63Yg36X,,3/2/2016  9:05 PM,en,0,1,0.6369
AppleSUX,946,7.0511613E+017,@spicylatte123 @lisa67392 @187yusufkhattab they love Twitter &amp,1, iphones &amp, AK-47s &amp, Toyota pickups...but down with kuffar!,3/2/2016  7:42 PM,en
ElizQueen__,7535,7.0510959E+017,"Toyota Rav4 is the car i love, Toyota camry is the car that loves me https://t.co/IGTsAF7LyT",,3/2/2016  7:16 PM,en,0,0,0.836
TeamA99E,173,7.051089E+017,"Dear @NeedforSpeed, Will there be any Toyota Chasers JZX90, JZX100, JZX110 or Verossa? Love, @TeamA99E  PS: I'm dying here. #DedOrNotDed",1,3/2/2016  7:13 PM,en,2,2,0.7783
6db041be3d05451,111,7.0508205E+017,I love listening to royals song while i drive around in my rusted POS toyota corolla😝✌🌈🍀💝,1,3/2/2016  5:27 PM,en,0,0,0.6369
Nuh_Ordinary,1849,7.0505655E+017,@AJ_Phx I love my Toyota and my no car payments . People who make way less than me keep telling me that I need a new car,,3/2/2016  3:45 PM,en,0,0,0.4588
clintnewellauto,245,7.0504622E+017,"We love this photo from inside the #RAV4Hybrid! If you want to see your world through a #RAV4, visit us today! https://t.co/dzDGh2cIEg",1,3/2/2016  3:04 PM,en,0,0,0.7256
HS_THEATER,1120,7.0503792E+017,Love is the windshield-washer fluid of the heart - it makes everything clearer. #nottoomuchsoapthough #HEARTSTREETTHEATER #HST #TOYOTA,1,3/2/2016  2:31 PM,en,0,0,0.6369
morgadocious,1,7.049979E+017,12 ÿëärs öld 💦🤘🏾😈 Bestie: Angie🙃😩 I love in New York City. I have a cat and a blue Toyota van🔥. Y'all bios be screa,1,3/2/2016 11:52 AM,en,0,0,-0.5904
sarah_shawki,25,7.0497734E+017,"Toyota is the best ever,i just love it #ilovemytoyota #ToyotaEgypt",,3/2/2016 10:31 AM,en,0,0,0.8555
BasketsByJill,1425,7.0496444E+017,"@Toyota my 15 yr old 4 runner 115,000 miles got hit last night. Devistated as I love my #Toyota !!!#bestcarever it saved my life.",,3/2/2016  9:39 AM,en,0,1,0.8349
Marin_Joaquin12,106,7.0494259E+017,Coming soon #toyota#chr#i#love#mashinbin#ilovemashinbin#car#cars#iran#tehran#allcars#mashin#supercharger#classiccar… https://t.co/kvPfXuVN,1,3/2/2016  8:13 AM,en,0,0,0
carol74625081,582,7.0491733E+017,@Toyota this is what it looks like after 24 years AMAZING Ha. LOVE CELICAS https://t.co/gq7m1lyBK7,,3/2/2016  6:32 AM,en,0,1,0.9368
realJamesD1,426,7.0491642E+017,@Jimmie_Johnson_ Keep winning buddy Love to see Chevrolet and not Toyota in winners circle Toyota seems Soooo un American,1,3/2/2016  6:29 AM,en,0,0,0.7224
caroline3648,280,7.0489576E+017,happy bday to this hot piece of ass!!!! ugh love u can't wait to ride in ur Toyota!!!🙏🏻🎉 https://t.co/ELbwfpfVm2,1,3/2/2016  5:06 AM,en,0,4,0.8057
Gena_Gavrilov,124,7.0488696E+017,@MENACE @Toyota new priuses are so sick! Love both tho... Blue!,,3/2/2016  4:32 AM,en,0,0,0.2074
ericwillson7,9,7.0488492E+017,@CURTMFG how about some 2016 Toyota Tacoma love?,,3/2/2016  4:23 AM,en,0,0,0.6369
HS_THEATER,1120,7.0486213E+017,"Just one more day till we go live with some great, heart warming videos! #HEARTSTREET #HST #TOYOTA #LOVE #ChangeTheWorld",1,3/2/2016  2:53 AM,en,1,1,0.7177
cherylatx34,77,7.0481587E+017,@Toyota any love at sxsw for Prius owners?,,3/1/2016 11:49 PM,en,0,0,0.6369
ahistoryofbooks,385,7.0480565E+017,"@cfbriggs1 Subarus are good for snow! I've love my older Toyota, so we went with a Toyota Corolla. Subarus were in the running but we found",1,3/1/2016 11:08 PM,en,0,1,0.5916
LoveLifeChoice,240,7.0479776E+017,Thanks for following @healthandus @TrainFitnessUSA @Ramey_Toyota @RameyChevyPrin @RameyCJDR Please check out my page https://t.co/9CtGRg7qwK,1,3/1/2016 10:37 PM,en,0,0,0.6369
h3e44,267,7.0479502E+017,"@Toyota I ABSOLUTELY LOVE THE C-HR DESIGN, I WILL DEFINITELY BE WAITING FOR IT",,3/1/2016 10:26 PM,en,0,1,0.8858
ROI_Car_Scene,11,7.0479414E+017,How many likes for this beauty? #toyota #drift #rwd #modified #modifiedsociety #love #likeforlike https://t.co/kzwGvvWBHU,,3/1/2016 10:23 PM,en,0,0,0.765
AngryPW,297,7.0479012E+017,@P31Grits I know someone on their 3rd toyota sienna. (First 2 were in accidents that weren't their fault). They love it.,,3/1/2016 10:07 PM,en,0,1,0.4404
love_me_avenue,763,7.0478591E+017,That Toyota advert can go do one.,,3/1/2016  9:50 PM,en,0,1,0
ShawnJ185154,30,7.047542E+017,#ToyotaNation and @KyleBusch love seeing Toyota being the dominate brand in Nascar,1,3/1/2016  7:44 PM,en,0,0,0.5719
jmikekuhn,84,7.0474911E+017,The new rav 4 is looking more like it's down low name #ravenousforce ! I'd love to do a mural one @Toyota  https://t.co/qFdA5RdwHH,,3/1/2016  7:24 PM,en,0,0,0.7339
BigDudesSK8,187,7.0474078E+017,@thefader @Toyota The Fader Fort still shows me no love. #SXSW,1,3/1/2016  6:51 PM,en,0,0,0.4588
Okafor_Mang,1372,7.0473547E+017,So in Love with @lexusqatar 2016 @Toyota  Lexus GX 570 on my mind like crazy😭😭,,3/1/2016  6:30 PM,en,0,0,0.7893
Jah_SharkGanG,1311,7.0470941E+017,"This is a Mercedes Benz, With a Toyota Cluster, Honda Key &amp; A Nissan Motor. .. Gotta love my… https://t.co/9oBhIFKTLK",1,3/1/2016  4:46 PM,en,0,0,0.6369
LASoldierofKY,2581,7.0470108E+017,@milfhoneybee1 I literally just bought a new Toyota Prius and I already love it!!,,3/1/2016  4:13 PM,en,0,1,0.6988
Ewing_Jameson,392,7.0469972E+017,@TheMaxMiller I'd love to see @Toyota 's ft-1 in my driveway,1,3/1/2016  4:08 PM,en,0,0,0.6369
TheMaxMiller,602,7.0469955E+017,@Ewing_Jameson I'd love to see Toyota's wind tunnel piano with the DB11,1,3/1/2016  4:07 PM,en,0,0,0.6369
LiYopp,75,7.0469684E+017,@Toyota love the birds eye view #carsales #marketing #business https://t.co/KK6ZVfp6ld,1,3/1/2016  3:56 PM,en,0,1,0.6369
moonycouture,138,7.0469411E+017,"If you love cars, then maybe you need a new cosplay idea. Check out this set of characters based on Prius car parts. https://t.co/EyqqljTWnt",1,3/1/2016  3:45 PM,en,0,0,0.6369
Kukirtamiru,2120,7.0469326E+017,@Toyota LOVE it! #DreamBig,1,3/1/2016  3:42 PM,en,0,0,0.7371
___allycat,141,7.0469262E+017,If I didn't love Toyota so much I'd be currently on my way to fucking quit 😅,1,3/1/2016  3:39 PM,en,0,0,-0.5216
MauiWowie97_,1122,7.0469111E+017,@CarlsJr @Toyota @fiatontheweb 💗 I love my job https://t.co/9smzOt0Te8,1,3/1/2016  3:33 PM,en,0,1,0.6369
PentopaperBlog,1544,7.0468795E+017,New car 😍 Totally in love with her already!! #newcar #toyota #NewToy https://t.co/cXQnelSHcQ,,3/1/2016  3:21 PM,en,0,0,0.7238
ausrutherford,192,7.0468653E+017,Both @Toyota and @Audi are showing their love for dangerous blindspots in their subcompact crossover offerings #GIMS,,3/1/2016  3:15 PM,en,0,0,0.2732
NdiAshton,2274,7.0468331E+017,Toyota 2016 models. 😢😢😢😢😢😢😢😢😢😢😢😢😢😢😢😢😢😢😭😭😭😭😭😭😭😭😭😭😭😭,,3/1/2016  3:02 PM,en,0,0,0.6369
hftris,165,7.0468318E+017,Toyota wants to rival Honda HRV. Interesting. I love Toyota after sales service more than Honda.,,3/1/2016  3:02 PM,en,0,0,0.7845
celicaliftback,511,7.0466175E+017,@RellTWS It's nice! #US痛車 ! My cars are 1973 year model TOYOTA CELICA LB2000GT &amp,, 1969 year model SUBARU360SUPER DELUXE.I love classi,3/1/2016  1:37 PM,en,0,1
JAYSHRIDHAR,261,7.0464134E+017,#toyota lovers wud #love this. @ToyotaMotorCorp @Toyota T.O.Y.O.T.A. -The One You Only Trust Always https://t.co/Qgdi0AOTFc,1,3/1/2016 12:16 PM,en,0,0,0.7717
RINA_ULTIMATUM,292,7.0454161E+017,I love my Toyota fuck a Chevy,,3/1/2016  5:39 AM,en,0,0,0.1779
LuvLadders,1404,7.0453073E+017,BMW and Toyota still keen to develop a common sportscar but have yet to decide on a tim... https://t.co/LOqjhagKFJ https://t.co/7c2n6smTM0,1,3/1/2016  4:56 AM,en,0,0,0.1901
GumdropXO,1251,7.0452091E+017,@GlampieceXO @Toyota @Honda I love my CRV. She's a babe.,1,3/1/2016  4:17 AM,en,0,1,0.6369
marlindsx,285,7.0451727E+017,"There's a car in the parking lot that has the bumbler stickers ""Love Toyota"" and a Rand Paul one. Is that your grandparent's car? 😂",1,3/1/2016  4:03 AM,en,0,0,0.6369
ShabeebAmanda,312,7.0451144E+017,@tyletwheaton that's what I'm leaning towards because I love my Toyota and they last awhile,,3/1/2016  3:39 AM,en,0,0,0.6369
_SweetLikTEArra,2136,7.0449427E+017,@Toyota_CAMRYx3 your..Nigga..love..em 😛🙌🏽,1,3/1/2016  2:31 AM,en,0,0,0
untwin34,4754,7.0448569E+017,@ToyotaRacing I love Toyota trucks especially the Tacoma off road series. I got to meet Joe Gibbs in the mid 80s and have been a fan since!,,3/1/2016  1:57 AM,en,0,0,0.7777
natalialoren_,863,7.0445239E+017,Congratulations to my love @Fadi_kadomi for landing a job at Livermore Toyota as a car salesman 😍😘,1,2/29/2016 11:45 PM,en,0,3,0.8442
TyrMactire,98,7.0443295E+017,"I love that the @Toyota Prius commercial starts with ""you can't make this stuff up"". Advertising is entirely lies. You made it up. LOL",,2/29/2016 10:27 PM,en,0,0,0.6848
LaurenMurf_3,393,7.0441018E+017,I love getting my car serviced because Toyota has popcorn and hot chocolate for waiting customers 😌,,2/29/2016  8:57 PM,en,0,0,0.6369
MarkShep_Lcfc,365,7.0440843E+017,"Love the Toyota advert, just because of the thought of Bowie and Shrek",,2/29/2016  8:50 PM,en,0,0,0.6369
boosplodge,281,7.044072E+017,"@TalesofanAlfa Station widebody is a car I would love. Also, the original 3.0 turbo Toyota Supra was also cool. Would have loved a Scooby.",,2/29/2016  8:45 PM,en,0,0,0.9136
siccyb,67,7.0439367E+017,Thinking Ari &amp,1, I need a charger. 😉 love our Toyota but it's time.,2/29/2016  7:51 PM,en,0,0
Love_Zeebruh,864,7.0438615E+017,"Since there's no such thing as a Toyota Sentra, I don't have to pay this right 🤔 https://t.co/PbrvKW4HQh",1,2/29/2016  7:21 PM,en,0,0,-0.2273
seneffera,3008,7.0437686E+017,#toyota Nothing Compares: Three Decades of Love for the Mazda Miata and VW GTI  https://t.co/GkIJd8w3TM,1,2/29/2016  6:45 PM,en,0,0,0.6369
themby_z,58,7.0437597E+017,I love this new Toyota Hilux ad 😂 those kids are so cute,,2/29/2016  6:41 PM,en,1,0,0.8429
Mthokozisid,208,7.043722E+017,Gotta love the new tougherER #Hilux #TOYOTA,,2/29/2016  6:26 PM,en,0,0,0.6369
kayynicoleeeee,53,7.0436814E+017,"@justinbieber Please get me in ur concert, April 9th, Toyota Center, thanks I love you ❤️❤️❤️",1,2/29/2016  6:10 PM,en,0,0,0.8555
yourhomeatbayy1,37,7.0436446E+017,#flower #flowers #love #daddytime #toddlers #twins #kids #family #toyota #cutebyfather_of_twin_boyshttps://www.inst… https://t.co/xJ9ylHGt,1,2/29/2016  5:55 PM,en,0,0,0
MetalMamaLady,3010,7.0436318E+017,@ToyotaShowcase Would love to drive a Toyota but I can't drive 55: https://t.co/QZOk496YFj  Metal Mama xoxoxoxo,,2/29/2016  5:50 PM,en,0,0,0.3818
Magnaflow,33277,7.0433533E+017,How many of you love Japanese classics? This RA21 Toyota Celica is a perfect example of a timeless Japanese... https://t.co/87JEfMWXLr,,2/29/2016  4:00 PM,en,1,2,0.836
FloToy,88,7.0432987E+017,We love getting feedback from our customers! Florence Toyota-Scion appreciates your business and looks forward to... https://t.co/1BzKkWTngp,1,2/29/2016  3:38 PM,en,0,0,0.8313
ButtsyButler,5983,7.0432765E+017,"Very rarely I get a horn about another Soarer but omg,  love this #Toyota #Soarer #CarPorn… https://t.co/dioQht9gYk",1,2/29/2016  3:29 PM,en,1,1,0.7783
AllAroundBndMan,687,7.0431341E+017,How I'd love to buy a Toyota 86 and swap it's engine to 2jz oh God,1,2/29/2016  2:32 PM,en,0,0,0.5719
ValerieHalosfo2,175,7.0430673E+017,@JAmy208 On to Colorado. Soon as I find a Toyota dealership gotta get oil change. Tonight Love ya ! Halo for you!,1,2/29/2016  2:06 PM,en,0,1,0.6988
JessBeautician,1528,7.0430298E+017,@OMGgemma @lisawonderlandd Ah thank you Gemma! ❤️ I also LOVE Hot For Food/Lauren Toyota's WIEIAD's - had a binge on them all last week!,1,2/29/2016  1:51 PM,en,0,1,0.8409
Nipunamatata,170,7.0430027E+017,LOL have a great #Monday everyone :) #ferrari #458 #toyota #funnypictures #fun #love #b #car https://t.co/kWLukOPss2,1,2/29/2016  1:40 PM,en,0,0,0.8918
Mvikry,375,7.0429703E+017,👀 ♫ You Give Love a Bad Name by @BonJovi (at PT. Dunia Barusa (Authorized TOYOTA Dealer)) — https://t.co/eBewRFQuRy,1,2/29/2016  1:27 PM,en,0,0,0.1779
ISPIenergy,183,7.0427546E+017,"@filippoclo @Toyota @ilFrancoTirator @citypat1 @gsurdi @toyota_italia love this debate, really telling of current mkt uncertainties!",1,2/29/2016 12:02 PM,en,1,2,0.4753
nissan_arfa,1456,7.0426919E+017,I love NASCAR!!! I love TOYOTA!!! Ilove Kyle Bush!!,1,2/29/2016 11:37 AM,en,0,3,0.8902
aphoticsouls,4653,7.042081E+017,I WAS SO SCARED HOLY SHIT I LOVE TOYOTA,,2/29/2016  7:34 AM,en,0,0,-0.4323
nawwaf02011,117,7.0420087E+017,@TurboCitys ~ || [  Toyota Supra ♥ 2jz Power ✌🏼️🔥💨💨 Motec 👌🏼 tag someone that love 2jz 👌🏼💨🎌 . .… https,1,2/29/2016  7:05 AM,en,1,0,0.6369
Love_LNS,2314,7.0416926E+017,Even my very own mom won't even consider getting a TOYOTA car,,2/29/2016  5:00 AM,en,0,0,0
Yani_Cardinal,849,7.041681E+017,"They Indian? ""@Love_LNS: The first time ever hearing a person saying there favourite car ke TOYOTA COROLLA 😭""",,2/29/2016  4:55 AM,en,0,0,0
Love_LNS,2314,7.0416794E+017,The first time ever hearing a person saying there favourite car ke TOYOTA COROLLA 😭,,2/29/2016  4:54 AM,en,0,0,0
s_frizzle,3297,7.0416486E+017,"Toyota Corolla sport, I love this car so much. 😳",,2/29/2016  4:42 AM,en,0,0,0.6369
bbriannaalexiss,56,7.0415517E+017,Me &amp,1, my brother like the Toyota Corolla but we're both in love with the Kia Optima lol,2/29/2016  4:04 AM,en,0,0
sweet_lette20,270,7.0414542E+017,I love my#Toyota #corolla much https://t.co/ds66ytzs1t,,2/29/2016  3:25 AM,en,0,0,0.6369
