Username,Number of Followers,Tweet ID,Tweet,noise,Timestamp (UTC),Language,Retweets,Favorites,Sentiment
Banchi00,126,7.050717E+017,@SUBUBRlA do u follow Lauren Toyota. I hate her but I'm obsessed,1,3/2/2016  4:46 PM,en,0,1,-0.5267
caityaityaity,289,7.0489699E+017,Will literally always fucking hate Toyota 🖕🏼 https://t.co/l9cUexNnFB,,3/2/2016  5:11 AM,en,0,1,-0.6115
kelsey_pruett,166,7.0488878E+017,I hate @HairyC23 and his new dope Toyota 😑😒,1,3/2/2016  4:39 AM,en,0,1,-0.5719
grandepdre,346,7.0488629E+017,Seriously hate the Toyota commercials on Youtube.,,3/2/2016  4:29 AM,en,0,0,-0.6597
japstronaut,101,7.0482617E+017,to the people who hate on honda civics and toyota camrys: You will never be my friend and you will never understand asian culture.,1,3/2/2016 12:30 AM,en,0,0,-0.7452
PWCFreelance,1311,7.0477005E+017,Hate lame cover of Bowie's 'Changes' track for #Toyota RAV4 😁 #insensitive #advertising,,3/1/2016  8:47 PM,en,1,2,-0.7579
_kaylinmiller,1545,7.0470977E+017,if u drive a Toyota Corolla I probably HATE YOU,,3/1/2016  4:47 PM,en,0,1,-0.6633
DOPESTJEON,3588,7.0438926E+017,@boojimin U CROPPED OUT THE PARK TOYOTA I HATE U,1,2/29/2016  7:34 PM,en,0,1,-0.6633
arielle_saraa,1096,7.0438236E+017,@TynaaMontanaa yeah im a fucking Toyota camry who would've thought considering I hate Toyotas,1,2/29/2016  7:06 PM,en,0,0,-0.3612
sixteencamila,512,7.0437462E+017,my brother took my truck and left me with his lil green toyota and the way it runs makes me hate the jeep,1,2/29/2016  6:36 PM,en,0,0,-0.5719
byregot,422,7.0437243E+017,Toyota prius????? I HATE IT NOW,,2/29/2016  6:27 PM,en,0,0,-0.7501
amanda_wray21,968,7.0413154E+017,BTW I didn't mean Toyota PreRunners I actually hate those I mean built Rangers and what not ,1,),2/29/2016  2:30 AM,en,0,3
AntoniaLeeWrig1,575,7.0404441E+017,Really dumb question and don't hate me cuz I'm ill informed..when did @FR78Racing switch to @Toyota ?,1,2/28/2016  8:44 PM,en,0,0,-0.5259
darnedstarbuck,11,7.0400994E+017,@NascarMemes I still hate that Toyota commercial.,,2/28/2016  6:27 PM,en,0,0,-0.5719
michaelgro66,111,7.0400284E+017,@lisamcguire1 But probably not as much as I hate Jan the Toyota woman.,,2/28/2016  5:58 PM,en,0,2,-0.5719
kallenwriter,1282,7.0393308E+017,"I HATE the new Toyota ad! Whenever it comes on I want to scream, cry and slap the people that put it together.",,2/28/2016  1:21 PM,en,0,0,-0.8633
pookstahr,567,7.0384185E+017,Every time I'm forced 2 watch a 30 second @Toyota ad 4 a 2 minute YouTube vid it fuels my hate fire of Toyota that little bit more 👍,,2/28/2016  7:19 AM,en,0,0,-0.8442
IamWendums,130,7.0376436E+017,@BallSoHarden @HoustonRockets @spurs agreed. You should hear this guy behind me-in Toyota Center. Makes me HATE them,1,2/28/2016  2:11 AM,en,0,1,-0.516
reartrackbar,143,7.0372279E+017,Always hate seeing cars/truck get torn up but im a little more ok w/it when its toyota's and KBM's #NASCAR,1,2/27/2016 11:26 PM,en,0,1,-0.0072
ernie282849,3755,7.0371943E+017,@OatesShane @C96401532 @FordPerformance Cool. The Ford fans pushing me harder to root for every good Toyota. And I hate Hamlin,1,2/27/2016 11:12 PM,en,0,0,0.128
WAYNESMITHBRAND,106,7.037033E+017,@Kenny_Wallace hates too much because Toyota does do good for the sport but I'm a Chevy guy through &amp,1, through. So I don't hate Toyota,2/27/2016 10:08 PM,en,0,0
ItsG3,2677,7.0369915E+017,The more I see that fucking Prius commercial the more I hate the fucking Prius! lol Way to over do it Toyota smh,,2/27/2016  9:52 PM,en,0,0,-0.5433
ahearn427,10,7.0367937E+017,@teun_ko1 I wasn't impressed with the Honda CRV or Toyota &amp,1, liked the way this looked &amp, drove. Now I hate it.,2/27/2016  8:33 PM,en,0
NASCARWWEGuy388,338,7.0365252E+017,Hate to say this cause its a shitty Toyota but im going with Erik Jones winning #HeadsUpGA250 #NASCARonFS1 #NASCAR,1,2/27/2016  6:46 PM,en,0,1,0.2382
michaelstocker,1000,7.0342114E+017,"I typically hate @Toyota  #Prius slow-mo drivers, but that commercial is cool, I only wish more of their owners drove like that! #priuschase",,2/27/2016  3:27 AM,en,0,1,0.8268
IMcInerney621,454,7.0336948E+017,@AveryHage the talk still seems to be Toyota hate...,1,2/27/2016 12:02 AM,en,0,0,0
dnlarsen,47,7.033567E+017,"@Toyota I hate your loud, noisy fucking commercials!",,2/26/2016 11:11 PM,en,0,0,-0.69
