Username,Number of Followers,Tweet ID,Tweet,noise,Timestamp (UTC),Language,Retweets,Favorites,Sentiment
Rev_Xavier,4292,6.4781552E+017,"And yes. If you have a Toyota Prius or any year of a Chevy Impala and you're hogging the fast lane, I hate you.",1,9/26/2015  4:50 PM,en,0,0,-0.25
fireboats,21,6.4778993E+017,I really hate to see @MartinTruex_Jr  back in @Toyota I just don't like @Toyota They have a bad history.,1,9/26/2015  3:08 PM,en,0,0,-0.8626
This_is_Jimmie,100,6.4760167E+017,I don't see how you can judge n' hate on a nigga in a private jet...you ain even driven a toyota passo in your lifetime my nigga!!!,1,9/26/2015  2:40 AM,en,1,2,-0.6784
TylerShivers_,492,6.4749791E+017,It's kinda a love hate relationship. #Toyota https://t.co/TZw20HxLK2,1,9/25/2015  7:48 PM,en,0,0,0.1243
Cosa_Rica,816,6.4746782E+017,I haaaate this Toyota dealership. Hate.,,9/25/2015  5:48 PM,en,0,0,-0.5719
callahan_deej97,633,6.4745231E+017,"okay, toyota camry, we get it. you hate us. that's fine. we hate you too.",1,9/25/2015  4:47 PM,en,0,0,-0.6908
Cbailey14C,428,6.4742466E+017,@CRASH82COLLEY hey we all give each other hell but in the end... We al hate Toyota and Honda.. Lol,1,9/25/2015  2:57 PM,en,1,2,-0.631
ShellyBuns3,342,6.4739944E+017,Hate when ppl ask if I've got converted to toyota yet 😩 I'm still waiting .,1,9/25/2015  1:17 PM,en,0,1,-0.5719
dmc_21,1733,6.4733459E+017,"Warriors have a proud record in Toyota Cup so no need to hate on them, better luck next year boys #Warriors",1,9/25/2015  8:59 AM,en,0,4,0.3472
arcticanwxar,2219,6.4725782E+017,@Adeeba__ why tf am I not in this wth I hate this I hate Toyota Park why does that have to be a thing I'm so upset,1,9/25/2015  3:54 AM,en,0,1,-0.941
flintmech,476,6.4711336E+017,(I actually think this looks pretty fuckin rad but I also still hate that it exists) http://t.co/rNbI8V2KDf,1,9/24/2015  6:20 PM,en,2,1,-0.6059
lindsslovee95,125,6.4704706E+017,I hate sitting and waiting at the toyota dealership while they do my car,,9/24/2015  1:56 PM,en,0,0,-0.5719
aaronhuff,391,6.4704309E+017,"@TBrown_80 airing in public access for the Cincy area. I suppose nothing says ""prime hate monger material"" like a Toyota Siena",1,9/24/2015  1:41 PM,en,0,0,0.6703
shadycracka,164,6.4703666E+017,@DVERandy @dveBillCrawford I hate doing it but some people deserve it! http://t.co/bur17RgXsX,1,9/24/2015  1:15 PM,en,0,1,-0.3903
RM_Preston,716,6.4694444E+017,"Someone is sitting outside feathering the throttle on their tricked out Toyota and I have a very, very special hate for them.",1,9/24/2015  7:09 AM,en,0,2,-0.3758
the_gun_guy345,460,6.4690863E+017,"If there is one thing that I hate almost as much than priuses, terrorists, socialists/commies, and soccer it's gotta be toyota trucks 😑�",1,9/24/2015  4:46 AM,en,0,0,-0.8316
kccars,2056,6.4689871E+017,"Toyota Tacoma $14000: I am selling my 2007 Toyota Tacoma. I hate to get rid of this truck, but I am in need of... http://t.co/YN2Erq3ne6",1,9/24/2015  4:07 AM,en,0,0,-0.3291
Keef105,836,6.4689748E+017,Nobody hate me or anything I do more than Toyota 😂 she's my motivation 💪🏾,1,9/24/2015  4:02 AM,en,0,0,-0.3182
princessjaelyne,2270,6.4688361E+017,"""we just bought you a toyota it's in the driveway"" mm i fucking hate my family http://t.co/sDD5kUmU5b",1,9/24/2015  3:07 AM,en,0,8,-0.6115
_divadeee,61,6.4687642E+017,I fucking hate Toyota Corolla drivers,1,9/24/2015  2:38 AM,en,0,0,-0.6115
WildnAlex,546,6.4676791E+017,"@DjCastillo04 it won't ☺️ I drive a Honda, not a Toyota 😉 they hate Toyotas.",1,9/23/2015  7:27 PM,en,0,4,-0.5719
CowshedDan,542,6.4672737E+017,"Hate Toyota Prius cabs, more like Brian the snail cabs",1,9/23/2015  4:46 PM,en,0,0,-0.228
james_snyder30,459,6.4663423E+017,This being up early is good for getting McDonald's breakfast but that's about it lol I'm really tired WHY DOES TOYOTA HATE ME 😂😂,1,9/23/2015 10:36 AM,en,0,1,-0.7775
JouhnBrado,45,6.4654957E+017,"The article did jolt me a little, since I own a Toyota myself and didn't . I hate it and wouldn't recommend... http://t.co/mx73RRUprt",1,9/23/2015  5:00 AM,en,0,0,0.4585
akashiseii,106,6.4644661E+017,My hate for Toyota corollas grow every day to the point my family has to tell me about their experiences with corolla drivers,1,9/22/2015 10:10 PM,en,0,0,-0.5719
PrincessBaileyV,288,6.463678E+017,Just heard a man refer to a 'really nice car' as a 'Toyota Taurus.' I hate my fucking school,1,9/22/2015  4:57 PM,en,0,1,-0.1548
tyrabnks,1379,6.4636317E+017,why does everyone hate Toyota Prius? it's such a nice car,1,9/22/2015  4:39 PM,en,0,2,-0.2263
NgwanaT,1115,6.4633737E+017,"You can't hate on polo drivers that time you drive a corsa, Feista, Kia, all Toyota crap, Mazda etc if we ain't shit then y'all ain't shit?",1,9/22/2015  2:56 PM,en,0,0,0.2607
TheSlimGoddess,7568,6.4632004E+017,@LesaMonroe La'Toyota? You know I hate you right?😭,1,9/22/2015  1:47 PM,en,0,0,-0.6199
hate_kaminapan,5563,6.4625528E+017,#JoyOfOwningAToyota spell bounded with customized maintenance of @Toyota_India! This surely deserves a thumbs up  http://t.co/nf9O0On8dS,1,9/22/2015  9:30 AM,en,0,0,0.4926
whyracheal,83,6.4613999E+017,IF YOU EVER SEE ME IN A STUPID ASS TOYOTA COROLLA ITS MY MOMS CAR AND I HATE IT TOO,1,9/22/2015  1:52 AM,en,1,3,-0.891
MaysCaleb,504,6.4606897E+017,People that hate on Toyota saying they don't last...34 years and mine still going strong 👀🐸☕️,,9/21/2015  9:10 PM,en,0,2,-0.1027
hate_kaminapan,5563,6.4594164E+017,Toyota always delighted customers by their best services  #JoyOfOwningAToyota http://t.co/4rRPYYk9pq @Toyota_India,,9/21/2015 12:44 PM,en,0,0,0.8176
ShawnBalint,1222,6.45784E+017,"Dear Toyota, I hate your Let's Go First Games commercial.  There's nothing wrong with it either.  Just a missing chapter in my story.",,9/21/2015  2:17 AM,en,0,1,-0.1891
Magic_SpiderMan,333,6.4577697E+017,Kinda hate the fact toyota takes away my weekends ....,1,9/21/2015  1:50 AM,en,0,1,-0.5279
BoltonBiggs88,34,6.4577697E+017,@inferno010ss @keselowski I Hate Toyota In NASCAR I Wish Gibbs Would Go Back To Chevrolet,1,9/21/2015  1:50 AM,en,0,0,-0.25
GorgeousKrystle,891,6.4574077E+017,I would hate to be driving through downtown with that traffic to the Toyota center,1,9/20/2015 11:26 PM,en,0,0,-0.5719
TheLowesChevy,269,6.4572201E+017,I hate NASCAR and Toyota!!,1,9/20/2015 10:11 PM,en,3,7,-0.6467
carIostagram,1179,6.4570985E+017,Seriously if you drive a toyota corolla or a honda civic there's a 100% i hate you,1,9/20/2015  9:23 PM,en,0,1,-0.6597
Grifferin,632,6.4565384E+017,No hapana. It's like saying you hate Rolls Royce but love Toyota  https://t.co/Wyd1PgWJrJ,1,9/20/2015  5:40 PM,en,0,1,0.6808
shutterMuggz,397,6.4562462E+017,"@HomelessLive 2002 Toyota Camry like 180,000 and it has a lot of weird electrical issues. Kinda hate it... Need to replace soon",1,9/20/2015  3:44 PM,en,0,1,-0.3832
e2e_Jozi,62,6.4557843E+017,@seansheraton I bet you hate Toyota &amp,1, Lexus too 😂,9/20/2015 12:41 PM,en,0,1
JGR_BRRL,59,6.453763E+017,@roymunson9 WE ARENT REAL FUCKBOY WE ARE A VIDEO GAME TEAM!! I HATE TOYOTA TOO!!! DONNY T FOR PRESIDENT!! #MakeAmericaGreatAgain,1,9/19/2015 11:17 PM,en,0,0,-0.765
firedogret,905,6.453616E+017,#Nascar     the cup drivers stink up the xfinity series...who the hell wants to watch Kyle and jgr dominate both series...hate Toyota,1,9/19/2015 10:19 PM,en,0,1,-0.8316
gabbymurillo,298,6.4522398E+017,I always forget how much I hate Toyota until I'm at work,1,9/19/2015  1:12 PM,en,0,1,-0.6808
Pyrexmama,17,6.4519461E+017,@KrissJenner  (chuckle)  Plural is mice. I hate rodents 2. I bought a Toyota from a 96 yr old. It was a cream puff...NOT!  deer mice nests..,1,9/19/2015 11:15 AM,en,0,0,-0.6114
amitation,613,6.4514529E+017,"hate the ""We are Toyota"" ad.",,9/19/2015  7:59 AM,en,0,0,-0.5719
_juleezuuuuh,260,6.4506862E+017,seriously fucking hate that I can't charge my phone without the car being on. fuck you Toyota.,1,9/19/2015  2:55 AM,en,0,1,-0.8479
GoWestYoungMan1,113,6.4502101E+017,"Note to @Toyota I HATE, detest, abhor your radio commercial! what was the coooossT to make it! Ugh! #Annoying",,9/18/2015 11:46 PM,en,0,0,-0.9024
RCash_Back,1,6.4496816E+017,What do you think of the new #Prius design? Love it or hate it? http://t.co/BmWgWwQPPw,1,9/18/2015  8:16 PM,en,0,0,0.2168
michael_mrucz,15064,6.4493595E+017,@julia_pfeiffers obsessed lol and I like sauter the most but crafton too. I just wish they stayed with Chevy bc I hate Toyota. Who's yours?,1,9/18/2015  6:08 PM,en,0,1,-0.0516
