Username,Number of Followers,Tweet ID,Tweet,noise,Timestamp (UTC),Language,Retweets,Favorites,Sentiment
freedom_grace,60,6.5041252E+017,@WhyBuyHonda 2006 Chevy equinox. hate it. and a 2006 toyota echo. meh.,1,10/3/2015  8:50 PM,en,0,0,-0.6124
djtrickster77,5258,6.5040888E+017,@Cameron_McIlroy I don't hate anything apart from Toyota Prius drivers who should all be shot!!,1,10/3/2015  8:35 PM,en,0,1,0.5547
mARTina_AF_,317,6.5038704E+017,@MarrNissan I JUST GOT WHY IT SAYS TOYOTA I HATE MY LIFE,1,10/3/2015  7:08 PM,en,0,1,-0.6633
RollinCoalDude,1034,6.4994537E+017,"All us Diesel guys may brand hate on each other's trucks, but at least we ain't driving a lifted Titan or Toyota. 😂 @rollincoalclub",1,10/2/2015  1:53 PM,en,5,21,-0.3291
kvngcvrter,34,6.4993645E+017,Me and Toyota gotta love hate relationship,,10/2/2015  1:18 PM,en,0,0,0.128
Littelbackstory,202,6.4976119E+017,@DerToteKaiser @DeafFromAIDS Proof that Toyota drivers are racist murderers who get off on bloodshed and hate. Ban Toyota! #BanToyota2015,1,10/2/2015  1:41 AM,en,1,1,-0.9508
tiddlywig,261,6.4965811E+017,I hate delivering to the wfla news station because I have to park my 95 Toyota Camry next to 2016 Cadillacs haha,1,10/1/2015  6:52 PM,en,0,2,-0.1779
KG_Shrapnel,2597,6.4962971E+017,"I hate phone cases, Using a phone case is just like buying a Ferrari and attaching Toyota Camry body panels to it.",1,10/1/2015  4:59 PM,en,1,0,-0.296
uncanny_kate,617,6.4961484E+017,"I think I'm going to prefer the Toyota, as a techie, but my mother would hate it and want the Ford.",,10/1/2015  4:00 PM,en,0,1,-0.6808
billportnova,15495,6.496085E+017,#ViralBuzzSpot I HATE THEM JAPS DRIVES LIFTED TOYOTA TRUCK http://t.co/E2ZJdLWsaX,1,10/1/2015  3:35 PM,en,0,0,-0.6633
jayvick187,249,6.4959743E+017,"@NASCAR @MartinTruexJr @JoeGibbsRacing love truex, hate toyota",1,10/1/2015  2:51 PM,en,0,3,0.128
d_richards721,331,6.4929386E+017,I hate IUSB! This is seriously my 6th parking ticket in 1 year... And fyi I have a Toyota not a Dodge 😡 http://t.co/m3COLxWetZ,1,9/30/2015  6:44 PM,en,0,3,-0.5983
QuEeNMeRaNdA,329,6.4926249E+017,@MTV @Toyota every time this commercial comes on I have to refresh my browser. Why do you want me to hate you? http://t.co/SOlzaBtljR,,9/30/2015  4:40 PM,en,0,0,-0.5267
Catalinaaaa_,458,6.4924314E+017,@EZtheBasedJesus lmao it's time I get one that I actually like. My dad bought me this Toyota a few years ago and I hate it.,,9/30/2015  3:23 PM,en,0,0,0.4019
cmeurett_12,522,6.4923563E+017,I'm so annoyed I hate Toyota so much,,9/30/2015  2:53 PM,en,0,0,-0.7828
OMGLove_,50339,6.4923479E+017,@Benefit458 it'd cost $100 to fill up ours. That's how much it costs to fill up Toyota Camry here... I hate y'all.....,1,9/30/2015  2:50 PM,en,0,0,-0.5719
bluekayakss,152,6.4918941E+017,I hate seeing non-luxury cars w/ LED lights. Like honey you're driving a Toyota bye 😂,1,9/30/2015 11:49 AM,en,0,2,-0.296
bre_ndaxoxo,361,6.4898066E+017,I just simply can't put into words how much hate I'm feeling towards these Toyota walker scion employees,,9/29/2015 10:00 PM,en,0,0,-0.4939
vocalvulary,117,6.4897229E+017,I swear I hate coming to Wilde Toyota!!,,9/29/2015  9:27 PM,en,0,0,-0.6688
codyflynn_23,149,6.4895394E+017,@JesseRyanUSA @KeepAmericaUSA y'all don't hate on Toyota😈 #MadeInTexas,1,9/29/2015  8:14 PM,en,0,1,0.4585
MaggieSixtos,172,6.4894321E+017,"I have to take my car to Toyota for maintenance, I'm dreading going because I hate waiting 😩😩😩",,9/29/2015  7:31 PM,en,0,0,-0.7964
Mr_dAPHIAnt,617,6.4884557E+017,I hate dealerships. (@ Priority Toyota Springfield) on #Yelp http://t.co/6wUUSTY1tP,,9/29/2015  1:03 PM,en,0,0,-0.5719
mosescambiazo,3,6.4882874E+017,@airtel_ke I hate green they r consuming our pocket but in Airtell life is sweet just waiting to win axio toyota then bush,1,9/29/2015 11:56 AM,en,0,0,0.8338
SISEKELO_,367,6.4879751E+017,If we chilled in a Toyota smoking and talking shit until late then my girlfriend is not allowed to hate you,1,9/29/2015  9:52 AM,en,0,0,-0.1536
nickhall25,222,6.4869683E+017,Me @KevinSepanski and @TJWatson22 had the worst uber driver today since the first guy declined our fare. I hate Toyota camrys they suck,1,9/29/2015  3:12 AM,en,0,5,-0.8934
tbaezaaa,399,6.4867874E+017,I hate Toyota but I love my car,,9/29/2015  2:00 AM,en,0,0,0.6652
