Username,Number of Followers,Tweet ID,Tweet,noise,Timestamp (UTC),Language,Retweets,Favorites,Sentiment
lizardmess,75,6.5937079E+017,"The 2016 Camry gets great mileage and the Enterprise rental employee is in love with me. Well played, Toyota.",,10/28/2015  2:07 PM,en,0,1,0.9153
maddisenadair,382,6.5936087E+017,"Just saw someone with an Instagram bio that said ""in love with my 2014 Toyota Camry"" ok what why ???",1,10/28/2015  1:27 PM,en,0,2,0.787
Jbonejgr,9591,6.5934704E+017,Still love my Toyota 8 years later. I love the new ones but no reason to get one yet. This baby still… https://t.co/Y8alcpQXAD,,10/28/2015 12:32 PM,en,0,4,0.34
kel_azwad,17,6.5934248E+017,i love #turbo_toyota &lt,1,3 https://t.co/txc8GbHSZ6,10/28/2015 12:14 PM,en,0,0
Ar_car_na,248,6.5932915E+017,"Dear Mazda - imitation is the sincerest form of... what was it again? Love, Toyota. https://t.co/NHPQIzH35H",1,10/28/2015 11:21 AM,en,18,30,0.8689
richardaucock,9700,6.5931154E+017,Toyota S-FR concept at Tokyo. I am in love with it. A modern MR-2 (but for the position of the… https://t.co/2SUKfZzl6K,,10/28/2015 10:11 AM,en,0,0,0.6369
Ierai,319,6.5929971E+017,"@Toyota_UAE Glad you like the shot!I wasnt,but after  crossing Oman N to S and back to N with the FJ..you gotta love it!! @elputoJay",1,10/28/2015  9:24 AM,en,0,1,0.8904
ZimMotorShow,317,6.5927845E+017,Wonder if this will be at the #ZMS2016 gotta love that #Toyota https://t.co/0D25qeuQCC,1,10/28/2015  8:00 AM,en,0,0,0.6369
swirlkous_7490,619,6.5927458E+017,I was forever in love with a Toyota Liftback because it reminded me of the DMC DeLorean.,,10/28/2015  7:44 AM,en,0,0,0.6369
MotoringHistory,120,6.5926807E+017,@ToyotaMotorCorp @toyota_europe We love this vintage photograph and the quote! Thank you.,1,10/28/2015  7:18 AM,en,0,1,0.7901
TF_110b,8,6.592621E+017,@DannyFChen @ToyotaMotorCorp love Ichiro! Glad hes with Toyota!,1,10/28/2015  6:55 AM,en,0,1,0.8309
harrytuckerr,2905,6.5924498E+017,"Love the Toyota S-FR. Rear drive, light and built for cheap fun. https://t.co/OPYfgehWQo",,10/28/2015  5:47 AM,en,0,0,0.8176
lil_merm,846,6.5922979E+017,u want the truth ?? Ok: I fukin love driving my Toyota Corolla idgaf,,10/28/2015  4:46 AM,en,0,9,0.8541
Vanessa4Change,4,6.5919753E+017,@CoveGuardians Revenue=action.  Tell Japanese brands you love @Toyota @Subaru to Take a Stand,1,10/28/2015  2:38 AM,en,2,4,0.6369
lemuel_bryant,10,6.5918935E+017,"@KevinHart4real I caught your show at the Toyota Center in Houston, Texas.  It was hilarious.  Anchorage will love it.",1,10/28/2015  2:06 AM,en,0,0,0.7845
CarBuyer,119,6.5918079E+017,Toyota's S-FR is a cutesy way to make young people fall in love with driving again. Does it do it for you? #tms2015 https://t.co/GQ8VJxW7SX,1,10/28/2015  1:32 AM,en,0,0,0.8074
brandersen631,202,6.5918045E+017,"I love how the #Toyota commercials say ""feel the power!""...of what? The 100 horsepower engine that makes slugs look like Usain Bolt?",,10/28/2015  1:30 AM,en,0,0,0.8101
teguhku,150,6.5917314E+017,If i couldn't be strong .. Would you still love me… ♫ Locked Away by R. City (at Toyota Auto2000 Puri Kembangan) — https://t.co/7q9GTv,1,10/28/2015  1:01 AM,en,0,0,0.3607
SociallyKatie,42,6.5915829E+017,"20k maintenance check at @Toyota. Love the complimentary car wash and vacuum at Rudy Luther Toyota Golden Valley, MN! #AboveAndBeyond",,10/28/2015 12:02 AM,en,0,1,0.8122
dustyDeGroff,137,6.5915519E+017,@5280Adam @Toyota your gonna love it!,1,10/27/2015 11:50 PM,en,0,1,0.6696
5280Adam,16192,6.5913974E+017,At the @Toyota dealership going twelve rounds of negotiating on a 2016 4Runner. I hate the care buying process but love this part of it. $$$,,10/27/2015 10:48 PM,en,0,6,0.7615
TBP_Tiger_GAC,492,6.5913243E+017,@AaronGoodwin Its a toyota... Ew.. 😓 Sorry Aaron... Still love ya!!,1,10/27/2015 10:19 PM,en,0,2,0.6688
aprilec_,52,6.5912872E+017,My family has a love for Toyota vehicles. #ToyotaTacoma #ToyotaCorolla #ToyotaCorollaS2016 Toyota clan🖖,,10/27/2015 10:05 PM,en,0,0,0.6369
wouter_weez,71,6.5912441E+017,@dirtgame @Codemasters Will you please put the Toyota Corolla WRC In the DIRT RALLY game. I love this car. https://t.co/bCBznmxt59,1,10/27/2015  9:47 PM,en,0,0,0.5215
austinshorizons,13,6.5911342E+017,Gotta love @Nissan and there #Gtrs and @Toyota and theyre beutiful #celicas https://t.co/WqvlCQ7N7F,1,10/27/2015  9:04 PM,en,0,0,0.6369
JDMAuctionWatch,75,6.5911274E+017,These Toyota Crown Taxi's are everywhere in Japan... would love to see someone build one into a drift car!,1,10/27/2015  9:01 PM,en,0,0,0.6696
EOK4,2,6.5911155E+017,@ToyotaCanada We love our Toyota Corolla  :),,10/27/2015  8:56 PM,en,3,1,0.802
Abeershaikh_Mas,70,6.5910491E+017,My Love #Toyota Super Cars 😏 https://t.co/hO6rCjokBE,,10/27/2015  8:30 PM,en,1,0,0.8442
FinishedbyFive,1230,6.5909752E+017,Just &lt 3 Gord @ #RedDeer #Toyota on Lantern. Love the phone call from you just now buddy! you da best &amp ,1,, I'm calling you when I buy a T,10/27/2015  8:01 PM,en,0
Adrianna_luis,19,6.5908481E+017,LOVE MY RING AND NAILS &amp,1, ABSOLUTELY LOVE ❤ MY CAR 🚗 #Toyota #Yaris… https://t.co/3e3FTxNfmR,10/27/2015  7:10 PM,en,1,0
SamShughart,209,6.590796E+017,@AutumnRoyer @Toyota Stop making fun of me! I love Back to The Future😂😩,1,10/27/2015  6:49 PM,en,1,1,0.7644
LaurraSimpson,431,6.5907077E+017,@chloeis__ @Toyota Yesssss!!!!!! I'm already in love with it!!!!,1,10/27/2015  6:14 PM,en,0,2,0.7482
DARCARS,1315,6.5906437E+017,"@Me_n_Nise @atoocsatoob we have 4 Toyota locations in Baltimore, Rockville, Silver Spring and Frederick! We would love to help.",1,10/27/2015  5:49 PM,en,0,0,0.8016
samicakes,557,6.5905516E+017,Free hot chocolate at Toyota Checkered Flag. 😍 I love this place. They always take good care of me lol.,1,10/27/2015  5:12 PM,en,0,1,0.9468
imyourDestini__,699,6.590547E+017,"when a fill up cost you all of $18.00, love my car @Toyota",,10/27/2015  5:10 PM,en,0,2,0.6369
miggycua,78,6.5904283E+017,Rocketbunny Toyota Gt86 is love,,10/27/2015  4:23 PM,en,0,1,0.6369
Whatevsies_,419,6.5901998E+017,I love getting my car serviced the Toyota waiting room is TRILLLL,,10/27/2015  2:53 PM,en,0,0,0.6369
SelfieRobot,942,6.5901758E+017,#gedi#fortuner#reyben#aviator#toyota#love#car#f4f#days#winter#come#tdh#lounge#frnds#selfies#cp#instamood#instadaily… https://t.co/ZSk0X8EA,1,10/27/2015  2:43 PM,en,0,0,0
gmulholland1980,1,6.5896417E+017,"Also give us some more JDM icons, with more customisation options, I would love the s14, 180sx and the toyota Mark II. Inspire us please :)",1,10/27/2015 11:11 AM,en,0,0,0.9217
BostonNewsMan,4271,6.589633E+017,.@Huey_Lewis_News I love ya but man this damn Toyota commmercial is driving me NUTS!,,10/27/2015 11:07 AM,en,0,5,-0.7863
AnmarBne,98,6.5896077E+017,It's a nice street 🛣 I love it #prius #toyota #amman #jordan @ Shafa Badran https://t.co/o5QbuEPjxg,1,10/27/2015 10:57 AM,en,0,0,0.7906
markyfla,160,6.5894608E+017,an excellent video diary of a Toyota land cruiser restoration https://t.co/kEvkbrcP6c absolutely love these,1,10/27/2015  9:59 AM,en,0,0,0.8479
chrystabelled,189,6.5892161E+017,Commando drives pregnant Michelle Bridges around in smashed up Toyota https://t.co/3ZaESQr6Fy @DailyMailCeleb,1,10/27/2015  8:22 AM,en,0,0,0
sisdrenjen,61,6.5891576E+017,"@ToyotaGB I would love to, does that mean you are going to donate one to me? That's very nice and charitable of Toyota",1,10/27/2015  7:58 AM,en,0,0,0.8822
RoyDT,8448,6.5887532E+017,@JessFoxxx @Toyota_Aus love it!,1,10/27/2015  5:18 AM,en,0,0,0.6696
ZokRaceCarbs,12,6.58862E+017,Just love rebuilding these toyota blowers - not - the smell that comes out of these when you open the oil cavity... https://t.co/smD41cT36T,1,10/27/2015  4:25 AM,en,0,0,0.6369
AnnieIsCool84,77,6.5885571E+017,"I LOVE my Toyota, I do... but MAN do I miss my VW, I miss those heated seats. I'm cold.   #ohioweather",1,10/27/2015  4:00 AM,en,0,0,0.043
wenklar,250,6.5883758E+017,King of the World just came on during a Toyota commercial I'm in LOVE @youngrisingsons,,10/27/2015  2:48 AM,en,0,2,0.7125
VScomedy,242,6.5883227E+017,@KyleBusch Congrads on getting M&amp,1,M #Mars #Toyota advanced in #TheChase Would love to do #NASCAR #podcast with you https://t.co/lvSwcf047,10/27/2015  2:27 AM,en,0,0
mike_hogan,9024,6.5882924E+017,"If you like Toyota Camrys, you'll LOVE hot tech startup @Uber!",1,10/27/2015  2:15 AM,en,0,5,0.8283
iloveqatar,53452,6.5882657E+017,"A message from @Toyota #Japan - ""we are so grateful to Qatar's love or Land Cruisers. We've never seen something like this."" #MrQinTokyo",1,10/27/2015  2:04 AM,en,1,3,0.788
Meeeshy93,250,6.5882336E+017,"Welcome to my family my new car, named  sugar diamond. love it! #toyota #ToyotaCorolla #newcar… https://t.co/6LAlkhDQtB",1,10/27/2015  1:51 AM,en,1,0,0.8718
TheMiaConnect,6882,6.5881168E+017,"@Weavers_Auto ...yes, first time test driving the @Toyota #Corrola S premium. love! https://t.co/tP9S1gjf39",,10/27/2015  1:05 AM,en,0,1,0.6696
Shatansty,74,6.5880466E+017,@EliasJDM I would love to know what it feels like to drive a Toyota Camry it must be more thrilling than a corolla,,10/27/2015 12:37 AM,en,0,0,0.8777
ScottyThibb,415,6.58803E+017,@VanzantHailey I hate that smh but I do love the awesome deals we have here at Lawton Toyota you should come by,,10/27/2015 12:30 AM,en,1,2,0.8873
ap1jon,1351,6.5878837E+017,@Toyota I love you Toyota,,10/26/2015 11:32 PM,en,0,0,0.6369
CarGuyCentral,29,6.5878313E+017,Beautiful Toyota gt86! I freakin love those headlights! #Toyota #gt86 https://t.co/cJU7o0PGUn,,10/26/2015 11:11 PM,en,0,1,0.8652
mustaphaDM,408,6.5878057E+017,I love Vibe (Pontiac) #vibe #pontiacVibe #generalmotors #pontiac #pontiaconly  #toyota #pontiac2010… https://t.co/yXluAsaLtC,1,10/26/2015 11:01 PM,en,0,0,0.6369
josmarten,106,6.5877679E+017,@EU_Eurostat @EU_Commission Smartest-Hydrogen- Family in EU : Denmark’s First Toyota Mirai Gets Delivered https://t.co/QrK7xwDaMM Love the,1,10/26/2015 10:46 PM,en,0,0,0.6696
EtheWHITAKER,91,6.5876972E+017,"@Woo_Husky I love it, I love Subaru, my next car. I need one for Toyota Land Cruiser",1,10/26/2015 10:18 PM,en,0,2,0.8555
FrankKrat,369,6.5876389E+017,I love it when Ethan rolls coal in his Toyota Avalon,1,10/26/2015  9:55 PM,en,2,3,0.6369
xWhiteAngelus,50,6.5874903E+017,Gotta love that Toyota Celica.,,10/26/2015  8:56 PM,en,0,0,0.6369
PhyliciaaaMerae,579,6.5874109E+017,I love that Toyota Camry 😭😍,,10/26/2015  8:24 PM,en,0,1,0.6369
LehighMiningNav,33,6.5873378E+017,Love that our client @airproducts can be seen in this awesome @Toyota video honoring #BackToFutureDay! Check it out  https://t.co/CkLCTbcaHB,1,10/26/2015  7:55 PM,en,0,0,0.9283
lovinn_jakai,295,6.5871886E+017,@1BOSSLADYYY I swear yall love them Toyota,1,10/26/2015  6:56 PM,en,0,1,0.6124
ThereseLisan29,386,6.5871524E+017,@Toyota thanks. I love the Corolla. It's always been my dream car ☺️,,10/26/2015  6:42 PM,en,0,1,0.8442
ARegularJo,28,6.5870927E+017,"@polyglotme @LindaSuhler I actually love Toyota's and have owned many. Both Jap and US era models. They're still a quasi-US made auto, today",1,10/26/2015  6:18 PM,en,0,0,0.6369
banishamse,1403,6.5869749E+017,#Toyota #palestine  #struggle more than 60 years #to #recover #freedom #support#tell #truth #love #palestine #rights #yes#Palestine,1,10/26/2015  5:31 PM,en,0,0,0
outlanderirela1,2847,6.5868788E+017,@andrew_finnie got to love the Toyota Group!,1,10/26/2015  4:53 PM,en,0,1,0.6696
ArsonKapone,1002,6.5867165E+017,I love you @Toyota,,10/26/2015  3:48 PM,en,0,1,0.6369
SirIkokwuPE,742,6.586684E+017,"@1049SMAFM #AutoCare Sir, kindly counsel me...am in love with Toyota Camry(especially 1999 Model), is it okay?",,10/26/2015  3:35 PM,en,0,1,0.8519
Sealordphoto,147,6.5866582E+017,"Love the electric car sharing service in Grenoble, France with Toyota i-roads and Toyota Coms.  @ToyotaMotorCorp https://t.co/sP5FbZi5IH",1,10/26/2015  3:25 PM,en,0,1,0.7906
Sir_Ntusi,1890,6.5864804E+017,"Love the old Yaris 😍😍😍 ""@Tumisho_Maps: Toyota Yaris Ain't that bad as a first car though.""",1,10/26/2015  2:15 PM,en,0,0,0.7935
TangieGilmore,1117,6.5864656E+017,Gonna be driving a Toyota Yaris for the next few days as a rental and I love it 🚗🙂,,10/26/2015  2:09 PM,en,0,0,0.6369
AutoLendersNJ,1887,6.5863928E+017,Love the dependability of the #Toyota Rav4? We got more Rav4's in store for you and yours. https://t.co/1AWKhMIi4G https://t.co/VMYqkPk0iD,,10/26/2015  1:40 PM,en,0,0,0.6369
jackson_garner,142,6.5863744E+017,The Toyota has a love bug graveyard on the front end,1,10/26/2015  1:32 PM,en,0,7,0.4588
ugo_danjuma,674,6.5860684E+017,"Very true, you either love samsung or the iphone,  same way you either love toyota or honda. Not the both https://t.co/H5gIY94xvX",1,10/26/2015 11:31 AM,en,0,0,0.9099
yeimarcel_,116,6.5859388E+017,@suwavi love the work toyota,,10/26/2015 10:39 AM,en,0,0,0.6369
gknight738,826,6.5856529E+017,Love this Toyota beautiful classic car :-) https://t.co/mUJ1F0MvCb,,10/26/2015  8:46 AM,en,0,1,0.886
IzzyfromDaO,280,6.5849732E+017,Another Toyota doe. Love them,1,10/26/2015  4:16 AM,en,0,0,0.6369
mantustoboggan,175,6.5847749E+017,@itsBayleyWWE I love you for owning a Toyota,1,10/26/2015  2:57 AM,en,0,0,0.6369
macorrea1969,29,6.5847581E+017,"@Toyota @Pontiac I love my 2005 Pontiac Vibe. Just reached 299,000 miles and my odometer stopped. Can you help? https://t.co/NKJAzpw51E",1,10/26/2015  2:50 AM,en,0,0,0.7506
Limecello,4631,6.5846686E+017,"Uh Toyota? No. I mean, I love football. I REALLY fucking love football. But…if I were to ever get married, it wouldn't be on the damn fiel",1,10/26/2015  2:15 AM,en,0,1,0.6705
nikhak,1266,6.5846178E+017,@jvlaha @ChicagoFire @wunitedfc @FireWUFC @Cf97Sirens @Section8Chicago I love this scarf. OG Toyota Park days.,1,10/26/2015  1:54 AM,en,0,0,0.6369
sydney_tobolski,825,6.58442E+017,Fire game with my love♥️😍 @ Toyota Park Chicago Fire Stadium https://t.co/13MdgZdytC,1,10/26/2015 12:36 AM,en,0,0,-0.5859
EllyDeutch,5422,6.5844137E+017,Love coming back to my old stomping grounds! Thanks @MLS #DecisionDay (@ Toyota Park) https://t.co/7Y9Bn85BZw https://t.co/KEtvqlDIh1,1,10/26/2015 12:33 AM,en,0,3,0.8122
Danschaefer12,63,6.5843432E+017,I love how ISIS uses Toyota vehicles. Good advertising on Toyota's part,1,10/26/2015 12:05 AM,en,0,0,0.7964
SP_JohnSullivan,686,6.5841985E+017,@Toyota @kelliwardaz BTW I need a 1996 Avalon driver's side mirror. Competitors don't have drivers still talking about 1996. I love you.,1,10/25/2015 11:08 PM,en,0,0,0.6369
Thow_Lou,290,6.5841325E+017,Toyota Matrix Sport ... my new love about to turn reality,1,10/25/2015 10:42 PM,en,0,0,0.6369
Ryan__Rigg,2157,6.5841217E+017,Words cannot express how much I LOVE THIS CAR! I purchased my 2015 @Toyota Camry XSE on 5/28/15 &amp,, it's been great!😃 https://t.co/U5EB,10/25/2015 10:37 PM,en,6,12
rampantlyon,37,6.5840887E+017,I sure do love it here. I will miss coming out to this place. @ Toyota… https://t.co/ufRyGxyCB6,1,10/25/2015 10:24 PM,en,0,0,0.7096
DaveLoomis1,844,6.5839702E+017,Dead Toyota's   I. Fucking. Love. It.,1,10/25/2015  9:37 PM,en,0,0,0.0498
UPPCOS,6,6.5838756E+017,This gorgeous Toyota Supra just arrived for a custom downpipe and intercooler piping. Gotta love sports cars from the 90s!,1,10/25/2015  9:00 PM,en,0,0,0.8588
MajiiKunMJ,1500,6.5833691E+017,In love with you #stance #stancelovers #stancenation #corolla #ohsoretro #toyota #lowered… https://t.co/I3ELSIZArb,1,10/25/2015  5:38 PM,en,0,0,0.6369
limpyshire,1615,6.5826493E+017,I JUST DROVE MY MOMS NEW TOYOTA AVALON AND IM SO IN LOVE,,10/25/2015 12:52 PM,en,0,0,0.6682
RantiScreamer,612,6.5826364E+017,"I love 5star ads. Airtel, Idea and Toyota learn something from it. Hire new and better ad. agency.",1,10/25/2015 12:47 PM,en,0,0,0.7964
DJEddieOne,33396,6.5821447E+017,Full house last night at the @congaroom 🎉 for all my people that love to dance. @Toyota is hooking it… https://t.co/44RD0bApWZ,1,10/25/2015  9:32 AM,en,0,1,0.6369
Simplyy_Kiondra,1700,6.5817053E+017,@Toyota_CAMRYx3 - I love my life.,1,10/25/2015  6:37 AM,en,0,0,0.6369
mariogoso,10104,6.5815037E+017,Integrated PR @integrated_pr: Actress @BlancaBlanco IPR founder @MoniqueMoss love @TheSimpsons and support @green4EMA  @Toyota @Lexus...,1,10/25/2015  5:17 AM,en,0,0,0.7845
integrated_pr,88603,6.5814955E+017,Actress @BlancaBlanco IPR founder @MoniqueMoss love @TheSimpsons and support @green4EMA  @Toyota @Lexus #ToyotaMirai https://t.co/yy3P8YyW3K,1,10/25/2015  5:14 AM,en,1,2,0.7845
jakenolen,333,6.5810674E+017,@Drive_Toyota we love ours :) https://t.co/fNjdtz5C2M,1,10/25/2015  2:24 AM,en,0,1,0.802
Ladyjethro1,42,6.5810087E+017,@NHLFlyers @Toyota love the lavender,1,10/25/2015  2:00 AM,en,0,0,0.6369
ShaneWellington,358,6.580762E+017,@Toyota @DavidWilsonTRD I would so Love to own a #MartyMcFly #BackToTheFuture Edition #Tacoma ☝🏻️,1,10/25/2015 12:22 AM,en,0,11,0.7481
Alex_Camp1,166,6.5806256E+017,I LOVE TOYOTA SM.,,10/24/2015 11:28 PM,en,0,0,0.6369
evanmyers4,497,6.5804896E+017,Blacked out Toyota supra. I'm in love,1,10/24/2015 10:34 PM,en,0,0,0.6369
Obama_Ointment,3681,6.5804252E+017,"@FoxNews @vito4224 Strike until the cows come home for all I care #UAW #GovernmentMotors #Detroit #union scum, I love my #TX built #Toyota",1,10/24/2015 10:08 PM,en,2,2,0.7845
Spammyjazzhands,927,6.5803995E+017,"@swarthyvillain ""Why was my Steampunk airship downed by the RAF? Because I love the look and feel of the Toyota HiLux just too damn much.""",1,10/24/2015  9:58 PM,en,0,1,0.3612
avendanoerik_,147,6.5803031E+017,I LOVE THIS. https://t.co/0tFJV3yVSU,1,10/24/2015  9:20 PM,en,0,0,0.7125
scottklimt,451,6.580261E+017,[I love what you do for me Toyota jump] https://t.co/CODf5Ospjw,1,10/24/2015  9:03 PM,en,0,0,0.6369
channing_hine,1238,6.5800665E+017,Spider-Man and Sponge Bob. The only men who will ever love us 🍭 @ Houston Toyota Center https://t.co/uGQQglC5gz,1,10/24/2015  7:46 PM,en,0,0,0.6369
JimmyRager,283,6.5800314E+017,My New Love: #SwaggerWagon #Sienna2015 @Toyota - Prototype with options shown. Produ... (Vine by @EhBeeFamily) https://t.co/XghhEFxSv0,1,10/24/2015  7:32 PM,en,0,1,0.6369
chrisdabear,396,6.57983E+017,Love the new Toyota Tacoma commercial. https://t.co/fn8wzaFk32,,10/24/2015  6:12 PM,en,0,0,0.6369
bowhunter1088,60,6.5797981E+017,"Ha this car for a month and we love it #toyota #priusc #newcar 💯👍😄😍🙏🏻🚗 joannawilliams93 @ Columbia,… https://t.co/fBf",1,10/24/2015  5:59 PM,en,1,1,0.765
KeciaHambrick,12817,6.5797743E+017,My family and I are headed to the pumpkin farm in this 2015 Toyota Corolla. I love the color!… https://t.co/7Gp5QIijAQ,1,10/24/2015  5:50 PM,en,1,0,0.6696
JonivaErnst,353,6.5796047E+017,getting senior pictures taken in the middle of the street like yes i would love to get run over by a 2003 toyota camry,1,10/24/2015  4:42 PM,en,1,5,0.8555
2Wired2Tired,36406,6.5792381E+017,I love the @Toyota #Highlander Its' a great 3 Row SUV for the fam #DriveToyota https://t.co/2804C8CnbO https://t.co/DHSWXQo3um,,10/24/2015  2:17 PM,en,0,1,0.8519
mwoodpen,1469,6.5791978E+017,"""Some film crew who payed for our trash."" Oh how I love creative minds. And #MichaelJFox @Toyota #BackToTheFuture  https://t.co/hfbYkFqpp8",1,10/24/2015  2:01 PM,en,0,1,0.7964
cherastus,20,6.5790871E+017,"I really love airtel, ready to win the Toyota car,in Jesus name",1,10/24/2015  1:17 PM,en,0,0,0.9013
TimCWing,91,6.5789498E+017,@LOCASHmusic love the new look guys. Not sure what Toyota is doing here.  #randomladypic https://t.co/LVAe5I1hYD,1,10/24/2015 12:22 PM,en,0,0,0.7579
AnnaRoseBaldwin,1107,6.5783655E+017,Happy birthday to my sisterr👭. I hope you have the best day&amp,1, night possible. Enjoy your presents!!💘 Love you toyota https://t.co/E,10/24/2015  8:30 AM,en,0,2
jerrimariewimbi,340,6.5774694E+017,"Love my new # Freeman Toyota from , #thnks Bj, Venus #Alvin https://t.co/9Y5LuZcCOb",,10/24/2015  2:34 AM,en,0,1,0.7845
YokohamaTC,23274,6.5774585E+017,Love that @Toyota Starlet widebody! https://t.co/H50lrCDi2q,,10/24/2015  2:30 AM,en,4,9,0.6696
MaggieDuke3,6460,6.5774354E+017,"@Toyota   I LOVE the new #Toyota commerical with the red, white and blue #TacomaTrucks SO MUCH, that I taped it and I WANT A WHITE ONE ! XOX",,10/24/2015  2:20 AM,en,0,1,0.8052
Dopenessyenni,947,6.5773247E+017,Yes! 2016 Toyota Corolla 💅🏽 that's my baby lmao like I love my car  https://t.co/6cjvvYUwIf,,10/24/2015  1:36 AM,en,0,1,0.9273
Ralstonsmusic,2730,6.5772968E+017,@Toyota Hello. Sharing this dream. https://t.co/CrikMjD7Dt https://t.co/Yzp27Ygyai Enjoy. One love. https://t.co/Mabxhjp76c,1,10/24/2015  1:25 AM,en,0,2,0.9091
AndreaLeon,2066,6.5771467E+017,"Gotta love it, .@Toyota sells you a defective product &amp; all .@ToyotaCustCare can say is ""sorry about that"" and ""that is our final positi",1,10/24/2015 12:26 AM,en,0,0,0.25
WaterRollsUphil,8943,6.5770583E+017,Vote for the #Toyota #MR2!  Love the adubs!  https://t.co/sKZnfwCHDv #SoapBox2015 https://t.co/Z7pqP5RX7D,1,10/23/2015 11:51 PM,en,0,1,0.6988
ToriKnight315,200,6.5770398E+017,"If you drive a Toyota and listen to gangsta rap, I probably love you already.",1,10/23/2015 11:43 PM,en,3,8,0.6369
jeromiemtz,48,6.5768984E+017,@LanceTheDriver1 @Toyota I LOVE mine. https://t.co/mm6mHZSD8h,,10/23/2015 10:47 PM,en,0,3,0.7125
arriola,481,6.5766442E+017,".@Toyota @TOYOTA_PR the future was driven, and I love the feeling. #Mirai #未来  @PopTech #Hybrid #FuelCell https://t.co/bbOHFfpifY",,10/23/2015  9:06 PM,en,1,0,0.6908
KTettemer,20,6.5765573E+017,I got a 2012 Toyota Rav4 last weekend and I am in love with it! Thank you @Toyota I'm looking forward to driving this car for years to come!,,10/23/2015  8:32 PM,en,0,2,0.8065
MD1Henderson22,135,6.5762205E+017,"@triadrt @Kenny_Wallace I was just curious, I work for Toyota Technical Center so I race a crate late model Would love to race a @Toyota",1,10/23/2015  6:18 PM,en,0,0,0.7579
BarnhillAuto,5,6.5761345E+017,"@CaptDaveOnAir Ah, totally get that. Well, if your Toyota ever needs a little love, we're here to help you out! Would you keep us in mind?",1,10/23/2015  5:43 PM,en,0,0,0.8505
ernie_mangus,164,6.5759944E+017,@ChevyCustCare Drove one last night actually 😀 Love the truck. Between Colorado/Canyon and Toyota Tacoma. Can you sway me?,1,10/23/2015  4:48 PM,en,0,0,0.6369
206inc,1463,6.5759545E+017,@HarroldWith2Rs @Toyota love this!,1,10/23/2015  4:32 PM,en,0,1,0.6696
sugoifox,207,6.5758298E+017,I love how there's a Toyota car named Mirai,,10/23/2015  3:42 PM,en,0,0,0.6369
SheriffGbailey,781,6.5756977E+017,@JBLaudio @CBellRacing21 @KBMteam @ToyotaRacing i love JBL and hate that terrorism official car Toyota,1,10/23/2015  2:50 PM,en,0,0,-0.6249
MikeCalvertToy,531,6.5756768E+017,We love providing you with specials! Check out the latest and greatest on awesome new #Toyota models here! https://t.co/ySNLg9b2Mt,1,10/23/2015  2:42 PM,en,0,0,0.9335
