Username,Number of Followers,Tweet ID,Tweet,noise,Timestamp (UTC),Language,Retweets,Favorites,Sentiment
bodiva,262,6.6825788E+017,"@jsaquella @Toyota I don't get the Jan hate. Mayhem guy, I can hate.",,11/22/2015  2:41 AM,en,0,1,-0.8126
bia_vicky,331,6.6814155E+017,I have a love and hate relationship with my Toyota fam 🙃,,11/21/2015  6:58 PM,en,0,0,0.128
Mademoiselle_iL,93,6.6812845E+017,I hate @Toyota with a burning passion,,11/21/2015  6:06 PM,en,0,0,-0.1779
flasportsfan76,1034,6.6812181E+017,I hate that dumb ass Toyota Christmas commercial,,11/21/2015  5:40 PM,en,0,0,-0.8885
YoursTruelyAdy,199,6.681058E+017,3hrs at Toyota 😩 I hate waiting!!!,,11/21/2015  4:36 PM,en,0,0,-0.6784
AurTaha,2967,6.681044E+017,Work for Toyota but hate it,,11/21/2015  4:31 PM,en,0,1,-0.7227
Megan_Stine,188,6.680798E+017,"To the red Toyota going 45 on space highway, I hate you. #learntodrive",1,11/21/2015  2:53 PM,en,0,2,-0.5719
Fckinkaren,629,6.678773E+017,I hate walking into target with my Toyota shirt on because people start asking me for shit 😒  I do not work here sir.,1,11/21/2015  1:28 AM,en,0,0,-0.8074
libertyvalance8,22,6.6785137E+017,@upinthecutjones @psychocbean70 screw your Toyota ads...I hate mine,,11/20/2015 11:45 PM,en,0,0,-0.6249
nakvi,282,6.678444E+017,@ktumulty @smekhennet Toyota Middle East has a lot to answer the kind of flash trucks even I can't afford make me hate ISIS more,1,11/20/2015 11:18 PM,en,0,0,-0.5719
SimplyMe_Kei,558,6.6780832E+017,I hate cars that swerve left to turn right &amp,1, server right to turn left. why are you doing that? You little Toyota has no tail swing!,11/20/2015  8:54 PM,en,0,0
FinneasNoFerb,187,6.6773015E+017,"I hate people with ""rare"" cars.... ""Rare"" i mean a fuckin Honda S2000 or Toyota MR2.  You drive a Honda or Toyota. NOT a Mercedes. 😕 😤",1,11/20/2015  3:44 PM,en,0,0,-0.5719
Kimber_Cabrera,55,6.6764711E+017,Don't you hate it when you wash your vehicle then it pours the same or the day after. Lol 😭😭 #Toyota… https://t.co/XDF9DIwcUN,1,11/20/2015 10:14 AM,en,0,0,0.7002
ButerafulMahone,6539,6.6756912E+017,I HATE THE TOYOTA CENTER SECURITY. I couldnt even hug @BrianaCruzxo fully bc some guy said i couldnt go down the step🙄,1,11/20/2015  5:04 AM,en,1,2,-0.5932
dangkayleighhhh,830,6.6754164E+017,"Hate all you want, he knows how to draw a crowd. 💝 #PURPOSE @ Houston Toyota Center https://t.co/oXnYLLDf11",1,11/20/2015  3:15 AM,en,0,0,-0.5267
DJ_tweets_MN,2220,6.675059E+017,@Toyota l'm really thinking about getting a #4Runner and dumping my @Honda #Pilot. Really hate the #Honda #VCM! Sound good @ToyotaCustCare?,,11/20/2015 12:53 AM,en,1,2,-0.5697
erinchristykim,435,6.6743065E+017,"I hate my BMW. Always needing maintenance. I need my trusty Toyota Corolla. I don't care if my dad and I put 230,000 miles on the thing.",,11/19/2015  7:54 PM,en,0,2,-0.4815
xChaSsE,1310,6.6741353E+017,@ImScampi don't hate on toyota,1,11/19/2015  6:46 PM,en,0,0,0.4585
MiniTruckinMag,4807,6.6740565E+017,Love or hate this custom body-dropped '84 Toyota Hilux? https://t.co/bSnwhgqgYr,1,11/19/2015  6:14 PM,en,1,2,0.128
MelissahPrato,890,6.6718906E+017,So Jay-Z's team is supposed to hate Jay-Z for driving a rolls and they drive Toyota's? @DJK9_ @carelpedre,1,11/19/2015  3:54 AM,en,0,1,-0.5719
heiderzzz,587,6.6717178E+017,I hate driving my dads old Toyota tundra truck I only love the beautiful white tundra,,11/19/2015  2:45 AM,en,0,0,0.6597
jrisgr88,1321,6.671276E+017,@Kenny_Wallace @RustyWallace @ToyotaRacing I hate Toyota but could be a great plant holder in the yard lol,1,11/18/2015 11:49 PM,en,0,0,0.8402
GuiltyBystander,384,6.6711085E+017,Don't see the comparison,1, this is like Toyota next to the Ferrari dealer. IKEA and Indy makers: https://t.co/LBe875eY2p #indianapolis,11/18/2015 10:43 PM,en,0,0
WizKeifer,366,6.6701031E+017,"Hate to break it to you, but your piece of garbage toyota does not belong in two motorcycle spots that are used everyday",1,11/18/2015  4:03 PM,en,0,0,-0.3291
cadadj,1478,6.6695642E+017,You either hate it or love it...Toyota gives new Prius an ample style upgrade (pictures) https://t.co/kwrfdntbwY,,11/18/2015 12:29 PM,en,0,0,0.128
PrincessSabs_,369,6.6677932E+017,Hate coming to Toyota because I always wanna leave with a new car 😭,,11/18/2015 12:45 AM,en,0,0,-0.5994
danipxdilla,26,6.667313E+017,"@JacindaSwartz ""I hate japan because they made the toyota"" 💀💀💀💀💀💀",1,11/17/2015  9:35 PM,en,0,1,-0.5719
rtbyers19,140,6.6672489E+017,I am everything I hate aka a white male blaring rap music out of a Toyota Camry.,1,11/17/2015  9:09 PM,en,0,7,-0.5719
kleinert11,1588,6.6668518E+017,"@faheybomb i hate it. Youre on a two lane highway doing 35. I hope you get run off the road. Karma for buying a toyota, dumbass.",1,11/17/2015  6:31 PM,en,0,1,-0.6597
rileymcoy,775,6.6665484E+017,@sLoganRanz don't hate on Toyota bro,1,11/17/2015  4:31 PM,en,0,3,0.4585
HilaryCorna,1661,6.6637721E+017,"""I hate going to other dealerships other than @Toyota because they care about the little things."" -@uaanchorage student. 💗",,11/16/2015 10:08 PM,en,0,1,-0.128
yamraiha,375,6.6633119E+017,I just fucking hate toyota everyone is selfish and no one helps each other out,,11/16/2015  7:05 PM,en,0,0,-0.7713
INTL_M,999,6.6630065E+017,Boy I hate to see what y'all say about us people in Toyota Celicas boy . Y'all striking,1,11/16/2015  5:03 PM,en,0,0,-0.5719
firedogret,916,6.662331E+017,@NASCAR. .missed 11 races and made the chase...fans think that sucks...nascar would do anything for toyota...hate them cheating bitches,1,11/16/2015 12:35 PM,en,0,0,-0.8658
R_Thompson_1,114,6.6616375E+017,"@MartinTruex_Jr @NASCAR @HomesteadMiami @FR78Racing you deserve it, great season..hate to see you guys move over to Toyota next season tho!",1,11/16/2015  7:59 AM,en,0,0,0.6588
Rdwngfn19,36,6.6611041E+017,@TheSoccerDcn @anthonyanta @TheMiamiFC @RayoOKC @PRFootballClub yes but he does hate Toyota Field,1,11/16/2015  4:27 AM,en,0,0,-0.6369
RiaEller,37,6.6608795E+017,@oubliezleavion #JoeyLogano #Terrorist Toyota on hill_ Let's Tango! Avion I need 22 as winner I hate when they say Don't let Terrorist #Win,1,11/16/2015  2:58 AM,en,0,0,0.6286
SuperRexmaster,35,6.6607715E+017,"@Toyota i hate foot ball, so i don't have one",1,11/16/2015  2:15 AM,en,0,0,-0.5719
kjkeenan1950,1170,6.6600275E+017,@GrnEyedMandy @POTUS somehow they get financed....hate seeing the convoys of new Toyota trucks tricked out as weapon vehicles,1,11/15/2015  9:20 PM,en,0,0,-0.4215
leilaharmala_,2087,6.6599895E+017,"""im gonna run over this Toyota because i HATE TOYOTAS""",1,11/15/2015  9:04 PM,en,1,1,-0.6633
madsprayer74,80,6.6595703E+017,Hate my wife's tiny Toyota Yaris.  Took it in for a new tire.  I couldn't even make eye contact with other men while I was driving.,1,11/15/2015  6:18 PM,en,0,0,-0.5719
KenRusnak,222,6.6592608E+017,"@Toyota is running 12-Days-of-Christmas-themed commercials 2 weeks before Thanksgiving. Love you #Jan, but I hate your commercial.",,11/15/2015  4:15 PM,en,0,0,-0.5346
KnicKindaGirl5,395,6.6592363E+017,"@kennychesney i hate that toyota centre i saw chuck there . kristan didnt buy merchandise but i did for chuck, and shes mad ? oh well",1,11/15/2015  4:05 PM,en,0,0,-0.6124
henryb1984,139,6.6568753E+017,hahaha another good reason to hate toyota besides being in nascar. eh @superunknown111 https://t.co/0KVRzGdztE,1,11/15/2015 12:27 AM,en,0,2,0.4215
