Username,Number of Followers,Tweet ID,Tweet,noise,Timestamp (UTC),Language,Retweets,Favorites,Sentiment
chelsi_noel,1071,6.6973238E+017,I LOVE TOYOTA BOUNTIFUL❤️,1,11/26/2015  4:20 AM,en,0,4,0.6369
ricka_ey,143,6.697142E+017,@sarah_toyota love you too!,1,11/26/2015  3:08 AM,en,0,0,0.6696
_jokertears_,547,6.6970317E+017,@NFSNL can you add Nissan skyline R34 and Toyota AE86 I would love it 👍,1,11/26/2015  2:24 AM,en,1,0,0.6369
tinocrane68,357,6.6969499E+017,@Toyota Counting on it!!! Love my Prius!! #bringonthenext100000!!,,11/26/2015  1:51 AM,en,0,1,0.7482
ramone_victoria,75,6.6968289E+017,Toyota nation 🙌🏽😌😍love to go drifting in this bad boy🙂💁🏽 can't wait to take the new one I just got out#Blessed#2014 htt,1,11/26/2015  1:03 AM,en,0,0,-0.628
luvinlife_m8,42,6.6966839E+017,True love never holds any boundaries #Landcruiser #Xtrail #Toyota #Nissan #besties #forever… https://t.co/y0ktG49zTY,,11/26/2015 12:06 AM,en,0,0,0.7906
pj_esq,67,6.6964661E+017,I am in love with the Toyota GT 86. Thing o beauty it is.,,11/25/2015 10:39 PM,en,0,0,0.8494
ArnoldvSchepen,350,6.6964629E+017,@petroIhead Gotta love the original. I tested this one two years ago. That engine is sooooo smooth! https://t.co/1oo0anPuem,1,11/25/2015 10:38 PM,en,0,0,0.7777
PsychoSanta,63,6.6964344E+017,"Love the car, hate the cupholders this time.  https://t.co/WZx2OzPGel",1,11/25/2015 10:26 PM,en,0,0,0.128
mohsin_saleem3,196,6.6963667E+017,Currently at Toyota with nothing to do so if any one of u kind souls wants to pick ya boy up id love that,,11/25/2015  9:59 PM,en,0,0,0.8225
bkah_mchl,533,6.6962615E+017,hey i love this girl @ Houston Toyota Center https://t.co/TlG5lZRRSr,1,11/25/2015  9:18 PM,en,0,0,0.6369
MyKissyFace,84,6.6962438E+017,"It's official, I don't like @oaklawntoyota anymore.  It's a never ending snowball effect of bad news! I still love @toyota tho.",,11/25/2015  9:11 PM,en,0,0,-0.1783
taufique98,4,6.6961845E+017,@JOYNEWSONTV I would love to buy the cars at the same price I would pay for a Toyota Landcruiser because I will be proud to drive a made,,11/25/2015  8:47 PM,en,0,0,0.7845
jordanautogroup,742,6.6960692E+017,"Ford, Toyota, or Scion? We love all, but what do you prefer to buy?",1,11/25/2015  8:01 PM,en,0,0,0.4515
fuelzilla,1370,6.6959774E+017,"#prius I am in love with my recently purchased Prius C.  My Toyota 4Runner lost it  s transmission at 180,000 a https://t.co/J6fkcj6wxg",,11/25/2015  7:25 PM,en,0,0,0.4404
fred_aebli,233,6.6959594E+017,I am the Uber-Dad transporting my kids everywhere they need to go  and would never trade it up!  #dad #memories love my #Toyota,1,11/25/2015  7:18 PM,en,0,0,0.6696
mattchesin,211,6.695944E+017,@ArizonaAutoShow Thank you! Love @Toyota Thanks for getting back to me.,1,11/25/2015  7:12 PM,en,0,1,0.8718
Randy_Haas,5448,6.6959243E+017,@mohiclaire @freemanste I actually love my Toyota (Camry) - amazing car.,,11/25/2015  7:04 PM,en,0,2,0.8402
pwn3d781,129,6.6958728E+017,"@StartNParkBlog I mean, I love American cars and all, but Toyota's found their place in the series. Can't exactly argue they don't belong.",1,11/25/2015  6:43 PM,en,0,0,0.6315
HanSolex,776,6.6958148E+017,@bzrong how @Toyota channeled Bobby Darin to hop up the Prius. Greasers love it!,,11/25/2015  6:20 PM,en,0,2,0.6696
buncit08,7,6.695649E+017,Owning a Toyota is everyone's dream like me.. love the sexyness of tis car fitted with TRD Kit. @Frenzy_Faezah https://t.co/NBsti7n2on,,11/25/2015  5:14 PM,en,0,0,0.8271
JamesHess,62,6.6955294E+017,"I love @FCDallas and know that outfit is traditon, but @DanHuntFCD kinda looks like he's filming an INSANE!! sale at his Toyota dealership.",1,11/25/2015  4:27 PM,en,0,0,-0.2025
ShelbsKeiff,364,6.6954674E+017,My new whip you guys! #love #toyota #corolla 🚗💙 https://t.co/fUO5bQiXE2,,11/25/2015  4:02 PM,en,0,0,0
iamsalimali,1637,6.6954379E+017,😍😍😍 #honda #acura #nissan #toyota #integra #gtr #supra #love #cars #perfect #jdm by stayswirlydarling https://t.co/0qg6vROWgN,1,11/25/2015  3:50 PM,en,0,0,0
planethummer,16,6.6953551E+017,@ToyotaRacing what kind SUV Toyota can you  recommend thanks for your opinion. I would love to work for Joe Gibbs for the rest of my life!!,1,11/25/2015  3:18 PM,en,0,0,0.9272
EmilyCLloyd,374,6.6953529E+017,@Sophieeevansx red Toyota love the reversing camera hahaha and they give me loads of freebies. You? Xx,1,11/25/2015  3:17 PM,en,0,0,0.891
pwn3d781,129,6.6951713E+017,"@turbojunker I didn't really love Toyota coming in, but at some point I had to kind of accept it. And now I drive an import anyway.",1,11/25/2015  2:04 PM,en,0,0,0.17
AllDigitalCoins,620,6.6951462E+017,ISIS and the #Dönmeh Turkey Backstory #OIL to #NATO for #TOYOTA 4x4s #WallStreet #OILFutures https://t.co/a723QatZ3u https://t.co/6AZeEN7Cj,1,11/25/2015  1:54 PM,en,4,1,0
BrydieLeeSheen,314,6.6946265E+017,Just saw the Crystal Car wash yellow Toyota for Christine. Well done guys! I love it when u do stuff like this @kiis1065 @kyleandjackieo,1,11/25/2015 10:28 AM,en,0,0,0.8439
LauraLehigh1997,6,6.6945841E+017,"Kearny Mesa Toyota on #Yelp: Love my sign ""I'm going home with Davis"" on my new Toyota Prius 2015. Special touch @ … https://t.co/FRmz2hAY",1,11/25/2015 10:11 AM,en,0,1,0.7845
deburca,1552,6.694444E+017,Got to love these Toyota's - cheap platform of choice https://t.co/qKmPDarEbr https://t.co/qf20kXOI6e,,11/25/2015  9:15 AM,en,0,0,0.6369
sparklyblonde19,11,6.6939902E+017,@justinbieber I'm going to your concert in April at the Toyota center in Houston but I would just love to meet you 🙈 https://t.co/rtKWXMh,1,11/25/2015  6:15 AM,en,0,0,0.7783
AnnaPizzapasta,619,6.6937735E+017,@Toyota How I would LOVE the 2016 Toyota Tacoma!!,,11/25/2015  4:49 AM,en,0,2,0.7592
AngeLiBee87,147,6.6937311E+017,Theres something in Toyota GT86 and Mazda 3 that i love in common! :)))))),,11/25/2015  4:32 AM,en,0,0,0.6696
LadyAndTheDood,588,6.6934842E+017,@BetchyWife I loooove my mom 2015 Jeep Grand Cherokee limited  but I also love the Toyota highlanders and 4runners,,11/25/2015  2:54 AM,en,0,1,0.81
JohnnieBellamy_,1534,6.6933711E+017,love their toyota brigade too https://t.co/DR1HCIETZX,,11/25/2015  2:09 AM,en,0,0,0.6369
QuigleySeanie,62,6.6933113E+017,@LittleMix aw I love Japan! Do u like sushi? Do u also like teriyaki stuff? Do u drive any Japanese cars like Nissan or Toyota? Love u xxxxx,1,11/25/2015  1:45 AM,en,0,0,0.9496
DandDubs,116,6.6932652E+017,I love @FaZeJev!!!! I don't want your Toyota corolla!!!,1,11/25/2015  1:27 AM,en,0,0,0.7308
_Lazerray_,9,6.6932634E+017,We have an Avalon and love it!!  It is a great family car and very reliable.  Pretty good... https://t.co/kP5nEaK5sx https://t.co/ky3DeTfuBI,,11/25/2015  1:26 AM,en,0,0,0.9241
tcox_502,236,6.6931568E+017,"Can't forget @Sabby_T101 birthday is today, guys got a hell of a beard, big 26 man love you, fuck Toyota 4 life, go dodge",1,11/25/2015 12:44 AM,en,0,2,-0.4997
xpcamper,162,6.693021E+017,#Toyota #toyotatundra getting some #overland love with a much larger Fuel Tank to literally… https://t.co/7SdX0rw90Q,,11/24/2015 11:50 PM,en,0,0,0.6369
GreenEyedGuide,567,6.6929508E+017,@imperionissan Yep. New transmission for my @Toyota Camry. Love that car SOOO much.,,11/24/2015 11:22 PM,en,0,0,0.7506
RagdollKitty87,1464,6.6929507E+017,@AutoTrader_com Love this Highlander https://t.co/JJXw5sAP1R #HaulidaySweepstakes,,11/24/2015 11:22 PM,en,0,0,0.6369
TonyJWriter,4364,6.6928756E+017,"@99forever I have a Toyota Matrix right now - Fit seems almost as big as that, no? Love the utility.",,11/24/2015 10:52 PM,en,0,0,0.6705
rana_arganoil1,3027,6.6927857E+017,@ToyotaWoodford thAnk you for great service I love my new yaris very professional staff lovely cofee #Toyota @ToyotaGB,,11/24/2015 10:17 PM,en,1,2,0.9419
rbottoms,179,6.6927446E+017,I love that Toyota Black Friday ads are showing up with hashtag #Negroproblem.,,11/24/2015 10:00 PM,en,0,0,0.6369
CarDealerReview,3683,6.6926879E+017,"We recently purchased a brand new Toyota Highlander XLE, which we are in love with! Our Sales Associate, Jody ... https://t.co/YZp15YLfPC",,11/24/2015  9:38 PM,en,0,0,0.6696
___allycat,141,6.6926342E+017,But shittttt I love Toyota,,11/24/2015  9:16 PM,en,0,0,0.6369
bdcamber1,789,6.6925713E+017,Love that he works at the Toyota center 😩,1,11/24/2015  8:51 PM,en,0,0,0.6369
jvctrain1,1753,6.6925056E+017,"@Brianco18779676 @NASCAR Uh I never owned a Toyota and never will, love @ChevyTrucks and @FordTrucks, it's just Kyle drives Toyota...",1,11/24/2015  8:25 PM,en,0,1,-0.5216
athena_white,552,6.6923633E+017,"@Monaee_Lynn10 man, I love my little Toyota 😂",,11/24/2015  7:29 PM,en,0,0,0.6369
Red10dude,5,6.69236E+017,@Toyota love the thing you guys did on instagram! Amazing! https://t.co/PlF2jgiETc,,11/24/2015  7:27 PM,en,0,1,0.8619
william_mair,242,6.6923131E+017,Maybe rethink these https://t.co/3Z2k7Uv91E ads in the dessert given ISIS' love of @toyota trucks. #justsayin https://t.co/CJrCTd9w36,,11/24/2015  7:09 PM,en,0,0,0.6369
rwbluemoon,223,6.6920398E+017,Love the Chicago fire's mls hire. Absolutely love it. May finally get myself down to Toyota park,1,11/24/2015  5:20 PM,en,0,0,0.8655
jazminjanae,1379,6.6920132E+017,I absolutely love my Toyota but being in that car was very humbling 😂,,11/24/2015  5:10 PM,en,0,0,0.4111
re_finance4u,6181,6.6919763E+017,Radical New #Toyota #Prius: Will Tree-Huggers Love It Or Loathe It? https://t.co/dw16JfMml5,,11/24/2015  4:55 PM,en,0,0,0.25
VelvetRed79,532,6.6919241E+017,Getting truck serviced and it is always several services I need😏 I love Lagrange Toyota though because it gets... https://t.co/hvKk64m96W,,11/24/2015  4:34 PM,en,0,0,0.6369
taycurry,378,6.6918732E+017,this guy at the toyota dealership is telling me i chose the wrong major cause i wont make money... srry i want to do something i love sir �,1,11/24/2015  4:14 PM,en,0,15,0.34
new_wongsakorn,25140,6.6915911E+017,ขอบคุณชาวนครปฐมครับ #thanks #toyota#revo#nfc#new_wongsakorn we_love_wongsakorn cc gold818 kepond @…,1,11/24/2015  2:22 PM,en,1,2,0
tommykwela,221,6.6915183E+017,They buy them. Have oil money and love Toyota durability . https://t.co/Oh19kVJ7x2,1,11/24/2015  1:53 PM,en,0,0,0.6369
SamsaraDoll,4495,6.6914544E+017,📷 Autumn … Love this season !! #show_us_nature #nature_brilliance #naturehippys_ #Japan #aichi #toyota... https://t.co/dGFs6Qc2sz,1,11/24/2015  1:28 PM,en,0,0,0.6988
greenbunny7,82,6.691293E+017,@NASCAR_XFINITY @NASCAR_Trucks  Love those Toyota drivers.,1,11/24/2015 12:23 PM,en,0,0,0.6369
GinGinIskandar,79,6.6912529E+017,my father love this... https://t.co/HTspUkC8qL,1,11/24/2015 12:07 PM,en,0,0,0.6369
ohgiez,395,6.6910354E+017,Mitsubishi Montero sports ❌❌❌ Toyota Fortuner ✔✔✔ *love your own* 😊,1,11/24/2015 10:41 AM,en,0,0,0
_sharrai,988,6.6905963E+017,@fvtimvv I love my old Toyota but now I'm about the Honda Civic life 😼😂,1,11/24/2015  7:47 AM,en,0,0,0.3818
exlaz,21,6.690431E+017,I don't know who you are but I love you. #toyota #scion #scionfrs #cars #oc… https://t.co/CSdUdWbFpN,,11/24/2015  6:41 AM,en,0,0,0.7783
FabiolatFabiola,22,6.6901403E+017,I have the Corolla and I love it drives good and it's very fuel efficient and mine is the... https://t.co/7H3VjzFePT https://t.co/wlVpAueCha,1,11/24/2015  4:45 AM,en,0,0,0.8801
RedExpress9,229,6.6900389E+017,"@LetsGoRedWangs Well my dad works for Ford so if I get like a Focus I can use his A Plan. Toyota, I love my mom's Hyundai.",1,11/24/2015  4:05 AM,en,0,0,0.8428
CatoctinRider,23,6.6898884E+017,"Love the very anti-ISIS Toyota ads...remember, they only indirectly support mass terrorism",,11/24/2015  3:05 AM,en,0,0,0.3182
FreedomRocksOut,3706,6.6898575E+017,"I love the @Toyota #Tundra #Truck commercial that glorifies #ISIL I imagine they enjoyed it too! #AdMan Desert, motorcycles, explosions...!",,11/24/2015  2:53 AM,en,0,0,0.9059
Nonnahs_sna,110,6.6896929E+017,Just realized I got the Rav 7 years ago yesterday! Still love this beauty!! #Toyota #proudowner,,11/24/2015  1:48 AM,en,0,0,0.8904
averyslays,103,6.6894333E+017,"@WeArePlayground hey i was wondering if you were gonna add more cars like (lexus,hondas,toyota,acura,mazda,mitsubishi,nissan) i love those!",1,11/24/2015 12:04 AM,en,0,0,0.8058
TUCgovernment,80,6.6894136E+017,"Service Technician: Desert Toyota, located in Tucson AZ, needs a service technician. If you love solving car p... https://t.co/xk3p3TmGId",1,11/23/2015 11:57 PM,en,0,0,0.765
RTShark,474,6.6892134E+017,Finally after like 6 weeks away I get to play @projectcarsgame again.  Love the @Toyota_Hybrid car.  First laps. https://t.co/GOV54ngWg8,,11/23/2015 10:37 PM,en,0,0,0.8442
scottcuster,195,6.6890895E+017,"@Honda Love the new Pilot, but 2nd row Captain's Chairs only in the Elite trim???  I guess I will get a @Toyota Highlander instead.",1,11/23/2015  9:48 PM,en,0,1,0.4836
chrish61,83,6.6889016E+017,Love Love Love my Prius!!!!! https://t.co/v0O7z3TnG6,,11/23/2015  8:33 PM,en,0,0,0.941
carsofcairo,54,6.6888767E+017,The rear of Ibrahim's Toyota Hilux has just as much character as the front. I love the fact you can… https://t.co/U2pnyChpdy,,11/23/2015  8:23 PM,en,0,0,0.6369
TheToyoist,247,6.6888528E+017,I love M&amp,1,M's but Toyota should not be wasting corporate dollars in Sprint Cup. Better spent in mountain bike racing! https://t.co/sTpNRt,11/23/2015  8:14 PM,en,0,0
Mez_Face,569,6.6888056E+017,ISIS love a Toyota pick up truck don't they,1,11/23/2015  7:55 PM,en,1,1,0.6369
adforum,24041,6.6887798E+017,"Even inanimate objects carpooling to work love the @Toyota #Scion. Weird, right? By @droga5 https://t.co/dvKkLIYGsB https://t.co/v6qhkL7lOe",,11/23/2015  7:45 PM,en,0,0,0.5423
ForbesAutos,960,6.6887457E+017,A radical new Toyota Prius is coming. https://t.co/tsVMzo0FNl https://t.co/RVWV7JWvDX,,11/23/2015  7:31 PM,en,0,1,0
moneymakingtai,39,6.6886599E+017,I still love my Toyota 🚗😘😍,,11/23/2015  6:57 PM,en,0,0,0.6369
xtinedanielle,3984,6.6886443E+017,"@Toyota Fantastic. Beat the crowds, for sure. Love all the trunk space the #Corolla offers! #SeasonOfGiving",,11/23/2015  6:51 PM,en,0,1,0.8858
Cynycter,606,6.6886279E+017,Oh Gawd...I saw a 2000 Toyota Chaser Tourer V on Wheels..clean like a whistle...Very few ppl know how much i love those cars,,11/23/2015  6:44 PM,en,2,0,0.7717
MF3419,1081,6.6886171E+017,@Toyota Well I sure do love our brand :) #BrandLoyalty #TRDUSA #LetsGoPlaces #Toyota,,11/23/2015  6:40 PM,en,0,1,0.891
motorheadnath89,1867,6.6885943E+017,Watching the #WEC #6hBahrain race highlights do love the Audis sorry to the Porsche and Toyota supporters :P,1,11/23/2015  6:31 PM,en,0,1,0.873
heythereitsmish,208,6.688511E+017,@mrsjesscharlton we did! Nick got placed with Toyota here so we moved in July. We love it but if you know anyone that would be awesome. 😊,1,11/23/2015  5:58 PM,en,0,0,0.8605
lilyyypad,196,6.6884713E+017,I love toyota so much. They always take care of my little car and I,,11/23/2015  5:42 PM,en,0,0,0.8126
Raalph_LaurEEn,210,6.688417E+017,I've always been #teamhonda but I love my Toyota,,11/23/2015  5:21 PM,en,0,0,0.7783
c4arl0tt398,244,6.6883227E+017,@ToyotaGB ooooo I'll have to tell him about that he will be jumping off the walls thankyou #Toyota!!! #love,1,11/23/2015  4:43 PM,en,0,1,0
HereforAmerica,168,6.6880648E+017,We love how @VisitToyotaKY is going green! Watch their video to learn more. https://t.co/QNpiiiz9vk #HereForAmerica,1,11/23/2015  3:01 PM,en,0,0,0.6696
MrAlCaponeJR,15,6.6880513E+017,@Toyota @Honda @Hyundai @CNBC OEMs love h2 because of connection to big oil and maintenance business model.,1,11/23/2015  2:55 PM,en,0,0,0.6369
bill75243390,30,6.6879829E+017,@Toyota Read this post on serving (: https://t.co/lV1R7GBeXM,1,11/23/2015  2:28 PM,en,0,0,0.4939
KnicKindaGirl5,403,6.6878472E+017,@kennychesney i saw taylor swift / rascal flatts that best concert ever i forgot the yr do research i love(d) that arena toyota center,1,11/23/2015  1:34 PM,en,0,0,0.7184
edmunds,89074,6.6877876E+017,"The @Toyota Prius ranks pretty high on the ""Customer Love Index"" - here's the full list: https://t.co/4qAtDbHSg8 https://t.co/dheyu39qC0",,11/23/2015  1:10 PM,en,2,2,0.8126
jsayre24,11,6.6876617E+017,@SteveLetarte @NASCAR no. NASCAR FUCKING BLOWS!!! Use to love the sport. Toyota has ruined it. And now that jeff is gone it will suck more!,1,11/23/2015 12:20 PM,en,1,0,-0.6331
raphiggy,792,6.6873703E+017,I love it when we're cruisin' together  🎶🚗 @ Toyota Rav-4 https://t.co/mlhEtIjO03,,11/23/2015 10:25 AM,en,0,1,0.6369
DisorderCM,295,6.6873306E+017,📷 radracerblog: Toyota Celica GT ra65 Unf love them ugly boxes https://t.co/moX6fGdTad,,11/23/2015 10:09 AM,en,0,0,0.5766
RonDen1988,38,6.6865675E+017,@billynewman Visually rich photo. Toyota would love you guys.,1,11/23/2015  5:06 AM,en,0,0,0.8316
Zeether77,820,6.6865567E+017,The Toyota AE86 is basically a perfectly balanced vehicle and I love it,,11/23/2015  5:01 AM,en,0,0,0.8555
avereecurry,676,6.6865058E+017,only love is all maroon @ Houston Toyota Center https://t.co/GXnf7WBtOr,1,11/23/2015  4:41 AM,en,0,0,0.6369
MjayBoomin_,618,6.6864772E+017,"Truck Porn , I Love that Toyota Tundra with Mud Tires . ❤️💦",,11/23/2015  4:30 AM,en,0,0,0.6369
alexcain33,614,6.6863792E+017,@bonnie18stiles I like KB too! I love his attitude. @NASCAR is all about the $ If they didn't want Toyota $ Toyota would be allowed in,1,11/23/2015  3:51 AM,en,0,0,0.7763
ProTintUtah,25,6.6862983E+017,@AldanaMiloni Love Toyota! Do you both work there?,1,11/23/2015  3:19 AM,en,0,0,0.6696
slmichener24,6,6.6862068E+017,"@Chris_Buescher I love my F-150 supercrew shortbed 4x4, wouldn't trade it for nothin. Had Toyota's, Dodge Ram Sport, but nothing compares.",,11/23/2015  2:42 AM,en,0,0,0.3818
MannyPhresh_,1168,6.6861001E+017,@Toyota_CAMRYx3 thanks in advance love 😘,1,11/23/2015  2:00 AM,en,0,0,0.7964
goKEVgo4,29,6.6860842E+017,Hey @JeffGordonWeb thank u! We all love u and @TeamChevy sorry about Toyota junk and @KevinHarvick u are a champion !!!!,1,11/23/2015  1:54 AM,en,0,0,0.9094
johncodner,26,6.6860163E+017,@CraigMintz09 fixcar does what they want and Toyota wanted a title in cup nuff said crapcar sux I love dirt racing,1,11/23/2015  1:27 AM,en,0,0,0.1531
imdnich,332,6.686004E+017,"@ChuckNellis love the Busch brothers happy for Kyle.. But not a Toyota fan tho. Lagono should be standing there, scumbag Kenseth",1,11/23/2015  1:22 AM,en,0,0,0.4094
brothertonclan,65,6.6859835E+017,Woo hoo congratulations @ToyotaRacing!!!! @KyleBusch Toyota wins!!!!! I love my toyota! https://t.co/g3lVp0JRcd,1,11/23/2015  1:14 AM,en,0,2,0.9241
LDokey,34,6.6859641E+017,@NASCARmerch @NASCAR @KyleBusch @mmschocolate @JoeGibbsRacing LOVE IT! CONGRATULATIONS KYLE AND TOYOTA MOTORS!,1,11/23/2015  1:06 AM,en,0,1,0.9032
Junior_Woods,288,6.6859356E+017,Wow love it. @KyleBusch #toyota #missed11races,1,11/23/2015 12:55 AM,en,0,3,0.8402
HermanatorInPDX,211,6.6858979E+017,For the love of God someone put the #18 into the f-ing wall!!!!! We can't crown a Toyota champion. We just can't.,1,11/23/2015 12:40 AM,en,0,1,0.6511
mykalday1,56,6.6858353E+017,"@quixzand god i hope not,hes a Busch and a Toyota driver,love Joe Gibbs tho,lotta laps to go,Jeff can still school them",1,11/23/2015 12:15 AM,en,0,1,0.6124
TrevorMagargal,20,6.6857681E+017,I love the new Toyota Tacoma  Comercial,,11/22/2015 11:48 PM,en,0,1,0.6369
FCJayBird,535,6.6857197E+017,Looking at other stadium setups I have to say I love how Toyota Stadium is a buried in the ground bowl.,1,11/22/2015 11:29 PM,en,0,1,0.6369
cleopatra676,41,6.685386E+017,What an amazing prize xx :D My  Toyota Yaris would love these new accessories. Good luck everyone xx :D  https://t.co/IuHJPRlmsS,,11/22/2015  9:16 PM,en,0,0,0.9783
acardenas07,55,6.6852591E+017,@Toyota love the all new Tacoma. But I'm poor can I just have one?,,11/22/2015  8:26 PM,en,0,0,0.2732
MattBoguski,435,6.6851053E+017,"Black Toyota on tresses square, 2 females, we locked eyes, I love you",1,11/22/2015  7:25 PM,en,0,0,0.6369
