Username,Number of Followers,Tweet ID,Tweet,noise,Timestamp (UTC),Language,Retweets,Favorites,Sentiment
Lanne6200,5,6.4752414E+017,@Toyota   Love my Hylander Hybrid! Just a good as 1st mile! http://t.co/4iPGJ2udiL,,9/25/2015  9:32 PM,en,0,1,0.8264
AlwaysPony,451,6.4752414E+017,Thoughts on my edits? By the way if you couldn't tell I love Toyota chasers lol -----------------------------------… http://t.co/XmrzUuP7Y,1,9/25/2015  9:32 PM,en,0,0,-0.1451
KenLally,876,6.4751579E+017,"Kickass callback for Toyota today, got to sing and do my Meatloaf ""anything for love"" impression! Thanks again @sanfordcasting ! #actorslife",1,9/25/2015  8:59 PM,en,0,1,0.8619
GringoBrulee,1832,6.475094E+017,I wanna make love to you in the back seat of my Toyota. But with candle in the cup holders so it's classy and romantic.,1,9/25/2015  8:34 PM,en,10,12,0.8773
the_thinker2k,31,6.4750664E+017,National Pabebe Wave..count me in. spread love and hapiness. frm. Toyota City Aichi Japan @EatBulaga #ALDubEBforLOVE http://t.co/0uD1s0RvPr,1,9/25/2015  8:23 PM,en,26,7,0.6369
dellabouy1398,253,6.4749882E+017,I am in love with driving my dads Toyota Matrix,,9/25/2015  7:52 PM,en,0,0,0.6369
TylerShivers_,492,6.4749791E+017,It's kinda a love hate relationship. #Toyota https://t.co/TZw20HxLK2,1,9/25/2015  7:48 PM,en,0,0,0.1243
Justin777185,2,6.4749637E+017,@DRIVECLUB Two car's people would love to see in DRIVECLUB. The Nissan Skyline (R34) and the Toyota Supra twin turbo (JZA80).,1,9/25/2015  7:42 PM,en,0,1,0.6369
TheCoastalCrew,7407,6.474937E+017,"What does it take to keep CGP running? Lots of love, lots of good friends and a couple of Toyota BC trucks is... http://t.co/Hxa7UF8QFl",1,9/25/2015  7:31 PM,en,0,1,0.8807
charlesbethea,1442,6.4748054E+017,I wrote about #ISIS's possible effect on #Toyota #truck sales -- especially the beloved Taco: http://t.co/dFMHe5SUGN,1,9/25/2015  6:39 PM,en,2,1,0.5542
Jlopezosh,496,6.4747805E+017,@Uzziah_ I love those cars. I'm a fan of the fj cruisers too. There's just something about @Toyota,,9/25/2015  6:29 PM,en,0,0,0.7579
lifeofjovolume1,88,6.4747586E+017,Dukes of Hazzard Prius!! Love it! @ Glen Toyota https://t.co/Tdp4fZg7BU,1,9/25/2015  6:20 PM,en,0,1,0.7249
theodoreross,1149,6.4747088E+017,"""This is a more complicated association than the O.J.-Bronco situation,"" said Kit Yarrow,"" No way!  http://t.co/P7a3BmEa6U",1,9/25/2015  6:01 PM,en,0,0,-0.3595
NewRepublic,134728,6.4747085E+017,Why do terrorists love Toyota Tacomas? http://t.co/GUKCwwUzRQ,1,9/25/2015  6:00 PM,en,0,2,0.0258
theodoreross,1149,6.4747076E+017,"""You'd think since they're a bunch of suicide bombers that they'd drive G.M. products,"" one post reads.  http://t.co/P7a3BmEa6U",1,9/25/2015  6:00 PM,en,0,0,-0.6705
ComplaymentdO,263,6.4745907E+017,#CyberCulture Why Do Terrorists Love Toyota Tacomas? http://t.co/2DGxVLEofo instant Melville,1,9/25/2015  5:14 PM,en,0,0,0.0258
CarverToyScion,109,6.4744524E+017,What's not to love about this spicy red 2015 @Toyota #Corolla? See it here- http://t.co/SOOlvFUpIQ #CaroftheWeek http://t.co/zDjdREGOxh,1,9/25/2015  4:19 PM,en,0,0,-0.5216
tevzmaria,73,6.4742537E+017,@FordinKenya love your models than for toyota,1,9/25/2015  3:00 PM,en,0,0,0.6369
Geepate,239,6.4740859E+017,Love my sweet lil toyota 🐶💜 https://t.co/IcJ1WTTvI5,1,9/25/2015  1:53 PM,en,0,0,0.802
fxckinoakley,2722,6.474038E+017,@troyesivan come to Houston b (wait but if you do don't play the toyota center for the love of god that venue is beyond tragic),1,9/25/2015  1:34 PM,en,0,0,0.7843
andscoop,224,6.4738541E+017,"@Toyota I've got a nice Passat tdi to trade you. Dealers would love it, no cosmetic problems",1,9/25/2015 12:21 PM,en,0,0,0.4767
Misch3000,31,6.4735376E+017,@TheSmokingTire you should definitely import a #Toyota #Century. Love the show. Cheers.,1,9/25/2015 10:15 AM,en,0,0,0.875
duaa03,101,6.4727972E+017,@Sasssmaa awwee thank you love 😘 I seen you at Toyota but you were far 👀 you looked so hot tho mashallah,1,9/25/2015  5:21 AM,en,1,1,0.5187
NewCarStuff,49,6.4724877E+017,@phonny86  love your brand new #toyota . This is the perfect photo for your #logbook. Don't tell me you don't have plans to get one?!?,1,9/25/2015  3:18 AM,en,0,0,0.8608
feghaarvianti,453,6.472448E+017,"Happy… ♫ After the Love Has Gone by Chicago-Earth, Wind &amp; Fire With Bill Champlin (at Wijaya Toyota-Dago) — https://t.co/ThN0VY8z7",1,9/25/2015  3:02 AM,en,0,0,0.4215
jamesjcowan,241,6.4722951E+017,"As cities fall out of love with cars, #Toyota redefines its role as 'mobility provider':  Guardian http://t.co/8HDigFFgqM #transit #energy",1,9/25/2015  2:01 AM,en,0,0,0.6369
djsmoove1967,1276,6.4720909E+017,"Lexus does look sexy, but still have to remember they're a Toyota. Used to love Toyota Supras...",1,9/25/2015 12:40 AM,en,0,0,0.8402
Capt_Morgan1440,349,6.4720864E+017,"Anyone know who drives a Silver Toyota Tacoma with the plate ""LAXPLYR""? Id love for you to put us in contact so I can do some fuckin yelling",1,9/25/2015 12:39 AM,en,0,0,0.6369
_junfckngee,70,6.4720153E+017,Love seeing Toyota guys throwing Shakas! \000/,1,9/25/2015 12:10 AM,en,0,1,0.6696
imiKristin,3284,6.4719797E+017,@DanaMessner @TheMilkMan805 @fuf_mamba @FUF_Viper I'm in a Hyundai. I got nothing but love for Toyota. They have an amazing supply chain.,1,9/24/2015 11:56 PM,en,0,1,0.165
rockitpromo,12120,6.4717089E+017,"""Love what you’re doing or don’t do it.""—@YouTube-er, vegan advocate @hotforfood + #MediaDarling @laurentoyota chats http://t.co/roYDd",1,9/24/2015 10:08 PM,en,3,4,0.6369
thenewswheel,551,6.4715592E+017,We love this 1971 @Toyota Celica ST on @jayleno 's Garage! #TBT #ClassicCars http://t.co/dgvq4cgIeY http://t.co/JKq4HjmA2a,1,9/24/2015  9:09 PM,en,0,0,0.6696
TheToyoist,235,6.4714155E+017,The Toyota I-Road is a 1+1 that leans into the turns. I love this car!!!! http://t.co/WcwRD6N2Ef,,9/24/2015  8:12 PM,en,0,1,0.7482
thetravelguru_,2802,6.4712764E+017,@Toyota oh my. It's lush! So different from my 2001! I love not having a car payment but that #Prius is HAWT! #PrettyPrius,1,9/24/2015  7:17 PM,en,0,1,0.5386
pnkheelspnktrk,5662,6.4712663E+017,Sharing the Toyota love on Ep 002 of #BOSSGIRLCREATIVE Podcast http://t.co/lTDeiROEhc #bossgirl #bossbabe,1,9/24/2015  7:13 PM,en,0,1,0.7906
isaaclange,45,6.4712095E+017,@btsukuda Romeo Honda Vs. Juliet Toyota - can love exist in a battle betwixt the Civic and the Kanmuri? Coming to theaters this Christmas!,1,9/24/2015  6:50 PM,en,0,0,0.4389
Missz_Jay,1186,6.471085E+017,Love my Toyota ☺️,,9/24/2015  6:01 PM,en,0,0,0.6369
Wyrdwoman,1257,6.4708587E+017,@GMRathbun Thanks for the follow. Love my 13y old Toyota Prius.,,9/24/2015  4:31 PM,en,0,0,0.7964
412MTM,459,6.4708193E+017,".@Uber I love you to death, but a Toyota Avalon is not a black car. I mean it was painted black...",1,9/24/2015  4:15 PM,en,0,0,0.0387
iainreid,1771,6.4707643E+017,Love this picture of the Toyota #Tacoma - and love how it's described as a mid-sized truck in the US http://t.co/aouA7pZ0t1,1,9/24/2015  3:53 PM,en,0,1,0.8555
JeepTales,56,6.470748E+017,I love this new color for the 2016 TRD Pro @ Lithia Toyota of Odessa https://t.co/YbKcVfdGm0,,9/24/2015  3:47 PM,en,0,0,0.6369
tearsforfears99,84,6.4706126E+017,the speaker @ the Toyota park eid prayer just threw so much shade @ trump &amp,1, the gop i love it,9/24/2015  2:53 PM,en,0,2
asianbama,365,6.4702894E+017,#toyota #2016tacoma getting some love from the D5 #letsgoplaces #asianbama #iaimtacoma @ Emerald… https://t.co/k08sxtKxIf,1,9/24/2015 12:44 PM,en,0,0,0.6369
devinmelgar21,86,6.4700937E+017,"Big Sean Toyota Music.. ""Living life I hope everyone I love will get to see "" yup!",1,9/24/2015 11:27 AM,en,0,0,0.8122
Hboboht,543,6.4700896E+017,A rich man from kogi state must have like 5 Toyota Sienna and 2 hummer bus... They love transportation business,1,9/24/2015 11:25 AM,en,0,0,0.8834
ForDaBoyzz,115,6.4695385E+017,I added a video to a @YouTube playlist http://t.co/00uSoURRuP Why We Love Toyota's Mudding!,1,9/24/2015  7:46 AM,en,0,0,0.6696
Losee14,820,6.4694015E+017,@99_chevy_boy @honey_badgerr keep hating but forever love Toyota taco💖💖💖💖💖,1,9/24/2015  6:52 AM,en,0,0,0.6858
Mutate20,553,6.4691936E+017,@PopeBrendadict @toyota_kamry like actually love it. Not shade.,1,9/24/2015  5:29 AM,en,0,0,0.7717
RachTaughtYou,2876,6.4690594E+017,@3zlifestyle I saw this nice 2011 Toyota Camry I fell in love but imma look at a few more spots tomorrow before I make final decisions,,9/24/2015  4:36 AM,en,0,0,0.5754
suhaylah_love,242,6.4690378E+017,"He said what you got a ""99 Toyota"" 😂😂😂😂😂😂",1,9/24/2015  4:27 AM,en,0,0,0
LanceTheDriver1,5669,6.4690018E+017,Meeting the faces and hard work behind @Toyota trucks has taken my love for the automotive industry even further. #thankful,1,9/24/2015  4:13 AM,en,1,22,0.5859
GroovyBo,1907,6.4689843E+017,@DayumCayum I love you Toyota,,9/24/2015  4:06 AM,en,0,0,0.6369
thetravelguru_,2802,6.4685757E+017,@Toyota the #Prius just gets better and better! I still have my 2001 Prius and I love it. 225k miles &amp,, still going strong!,9/24/2015  1:23 AM,en,0,2
vrabel_julia,432,6.4684818E+017,ok @toyota_Camri we get it... you love that fountain lmao😂😂😂😂😂😂,1,9/24/2015 12:46 AM,en,0,0,0.7506
michellekatzmsn,65563,6.4684708E+017,"@Toyota love my @FIATUSA but interested in hearing about this campaign, especially if it involves #healthcare",1,9/24/2015 12:42 AM,en,0,0,0.7311
toorilette,1038,6.4684641E+017,LOVE LOVE LOVE this picture of booger 💖 @ Toyota Motor Manufacturing West… https://t.co/K5jOFe5ybU,1,9/24/2015 12:39 AM,en,0,0,0.9501
ashrega,529,6.468425E+017,I love seeing an old Toyota Camry on the road. I love you Grandpa Raul ❤️,1,9/24/2015 12:24 AM,en,0,0,0.8555
albertsez,267,6.4682869E+017,A clue: #Toyota had a recall for electrical fires by the airbags. #fire #ruins #fear #loss #love… https://t.co/PDmiHjJkdD,1,9/23/2015 11:29 PM,en,0,0,0
thesweetmom,16416,6.4680763E+017,I’m in love with the Toyota Sienna. Come see if you are too! http://t.co/PDrh9ruOnH http://t.co/1a1SpcV4sm,1,9/23/2015 10:05 PM,en,0,0,0.6696
TabathaCoshow,2,6.4679934E+017,I would love to win tickets to town Toyota center for jurrasic quest #towntoyotacenterdino,1,9/23/2015  9:32 PM,en,0,0,0.8402
teasendrive,184,6.4679636E+017,"What Car Brand Do You Love Or Prefer, Toyota Or Honda?",1,9/23/2015  9:20 PM,en,0,0,0.6369
RudyLutherTS,29,6.4679619E+017,"The 2016 Camry is sportier than ever! We love it, what do you think? Shop for it here: http://t.co/fH39t1lsIH http://t.co/KYM0tGJwIF",1,9/23/2015  9:20 PM,en,0,0,0.6696
quocvu12,688,6.4679401E+017,My sweet brand new ride. I love it. @ Maita Toyota of Sacramento https://t.co/no5vw12CTf,,9/23/2015  9:11 PM,en,0,0,0.802
alexxxjadeee,221,6.4679187E+017,"I love the people I work with at Toyota, we're all sarcastic assholes.",1,9/23/2015  9:02 PM,en,0,0,-0.1531
EarthTo_Kelsey,112,6.4678915E+017,Test drove a Toyota corolla and I love it! Two weeks before we get it🙌🚗,,9/23/2015  8:52 PM,en,0,0,0.6696
CAIQUOTE,11922,6.4678169E+017,@Toyota Love Fall! #Toyota,1,9/23/2015  8:22 PM,en,0,1,0.6696
p_luvial,181,6.4674733E+017,I will never understand why people love Toyota so much,1,9/23/2015  6:05 PM,en,0,1,0.6369
CarissaNichole,1670,6.467406E+017,I love my Toyota but I swear it's always beeping at me.,1,9/23/2015  5:39 PM,en,0,0,0.3182
brittanyhebeda,830,6.4673831E+017,love my bestfriend 💓 #wcw @ Toyota Park https://t.co/xrnnAV1Kql,1,9/23/2015  5:30 PM,en,0,0,0.6369
RicksonLucas,304,6.4671773E+017,My 3rd love #Toyota #FJ #FJcruiser #offroad #offroadlife #explorer… https://t.co/HygXax1AeA,,9/23/2015  4:08 PM,en,0,0,0.6369
yarbr012,630,6.4671767E+017,@Candypo A1 I have a Toyota Prius (2012) and I love it!  #CambioConfiable,1,9/23/2015  4:08 PM,en,0,0,0.6696
Drew_Wynn,177,6.4671393E+017,@Toyota_CAMRYx3 nothing just working out and playing the game I love,1,9/23/2015  3:53 PM,en,0,0,0.7184
fowwow,4315,6.4670584E+017,love @Toyota's #fueledby campaign to help introduce the new #hydrogen #mirai. https://t.co/1usrKvDLMr,,9/23/2015  3:21 PM,en,0,1,0.7845
haswell2,57,6.4665533E+017,I will continue to love the Toyota 86 to the end http://t.co/hOk5KBIhKw,1,9/23/2015 12:00 PM,en,0,1,0.3818
FeBelles,123,6.4662086E+017,Photo: toyota-afficionado: Forever in love with my boosted e120… http://t.co/dYwavniyi7,1,9/23/2015  9:43 AM,en,0,0,0.7717
jnrkofi3,437,6.466163E+017,"Fraud Boys dey Love Toyota Camry too much,Why is that what the Mallam told them to spend their money on?the gods must love Toyota LOL",1,9/23/2015  9:25 AM,en,0,0,0.8455
LauraJane_PA,694,6.4660757E+017,"Back in my lovely @toyota Yaris. I love her, I've had her since I was 18! She is indestructible! http://t.co/8NlPeprJq5",,9/23/2015  8:50 AM,en,0,1,0.8802
localCarInfo,837,6.4658666E+017,Forever in love with my boosted e120… http://t.co/5eg86lJbdD http://t.co/OGazAWmZYY,1,9/23/2015  7:27 AM,en,0,0,0.7717
tjbmorningshow,693,6.4658486E+017,@Toyota We would love you to advertise with us! http://t.co/Fbl0OhJD5g,1,9/23/2015  7:20 AM,en,0,4,0.6696
Glidesabove,357,6.4651848E+017,@roknrob121 Whaaaat no love in da land of da rising sun ... Toyota,1,9/23/2015  2:56 AM,en,0,0,0.4588
Asalgado321,384,6.4651569E+017,"The mvp of tonight, always #1 in my heart 🏆 2-0  love you so much kubaslomkowski @ Toyota Park -… https://t.co/NAqFXsHeXA",1,9/23/2015  2:45 AM,en,0,2,0.6369
MyInfo18519070,62,6.4650257E+017,I have a Scion xd which I love. Toyotas are great products and seem to be very reliable. https://t.co/S7Mc05ncxW http://t.co/7A5Wc9Opu5,,9/23/2015  1:53 AM,en,0,0,0.9201
get_cars,444,6.4649824E+017,"Safety updates assure future for iconic workhorse, who doesn't love a work horse? read here. http://t.co/KK48JXqNxi http://t.co/RB3IRux9on",1,9/23/2015  1:36 AM,en,0,0,0.21
NewCarStuff,49,6.4649045E+017,@jdonith @Toyota don't forget your #cloud #logbook from @stuffistry. We know how much you love great stories. #storify you car story!,1,9/23/2015  1:05 AM,en,0,0,0.8822
Vollyaholic,18,6.4648858E+017,@paulchapman03 @EssendonFC @Toyota_Aus Thanks for ending your career with the Bombers Chappy.  Love your work :),1,9/23/2015 12:57 AM,en,0,0,0.8779
Randy_Haas,5156,6.4648323E+017,@SashaGrayLA I'm on my 2nd Toyota Camry - love it!! Best cars I've ever owned.,,9/23/2015 12:36 AM,en,0,1,0.8745
ericab627,109,6.4647052E+017,@SassyFiancee I have a Toyota RAV4 4 and I absolutely love it. Hope you find something you can't wait to drive every day!!,,9/22/2015 11:45 PM,en,0,1,0.8497
Lroll11,475,6.4646935E+017,"reasons why I love working at Toyota, I see most of the new vehicles first 😍",,9/22/2015 11:41 PM,en,0,1,0.6369
mollyknicholson,174,6.46468E+017,"I mean, if you put a classic logo on a cake pop, this PR grad is going to love it. @ Milton Ruben Toyota https://t.co/7efwpRzy5M",1,9/22/2015 11:35 PM,en,0,0,0.6369
DreamTeamHaime,102,6.4645933E+017,"Pretty sure the on-hold music for Toyota Financial is a folksy, instrumental version of ""I Won't Say I'm in Love"" from Hercules...",1,9/22/2015 11:01 PM,en,0,0,0.8658
maftd,1995,6.4645393E+017,"REALLY LOVE TO SHARE THE TOYOTA MEETING. A AGREEABLE, DISPLANT THE SCOOBY POO HOTEL. GOOD GO TO JASON'S COURT TO TMI BEAT",1,9/22/2015 10:40 PM,en,0,0,0.9073
CarKeys_UK,3089,6.4644405E+017,#TurboTuesday: I still love the 1994 #Toyota #Supra Turbo! http://t.co/pqj5jrFDrn,,9/22/2015 10:00 PM,en,3,6,0.6696
iamsupervillain,6941,6.4642947E+017,You Nigerians really really really love this big body Toyota Camry.,1,9/22/2015  9:02 PM,en,0,0,0.7214
suarezjessica_,887,6.4639472E+017,@EST_199X whoa. Calm down. I have a Toyota and I love him,1,9/22/2015  6:44 PM,en,0,1,0.7579
BSpice,704,6.463692E+017,"@Co_wheels Thanks. Happened a couple of times now, for no apparent reason. Toyota Yaris in Hexham (I love that car btw)",1,9/22/2015  5:03 PM,en,0,0,0.7096
brieemariexo,226,6.4635637E+017,"""@sullivanofswat: Gotta love people who put all black wheels and rims on a Toyota Camry 😂""   @ginarussooo",1,9/22/2015  4:12 PM,en,1,1,0.6369
MommyIves,1138,6.4632657E+017,"@ScaryMommy Love this! I fought the minvan for so long, bought a new @Toyota Sienna &amp; it was love at first carpool. #minivanmom #momlife",1,9/22/2015  2:13 PM,en,0,3,0.7945
DaiStephensknob,82,6.4631744E+017,"I love stuff yeah! For $5800, This 1983 Toyota Corolla Wagon Hums A New Tune - Jalopnik",1,9/22/2015  1:37 PM,en,0,0,0.7712
TheIzunna,2047,6.4628132E+017,Politicians love that toyota prado car and the big lexus too.,1,9/22/2015 11:14 AM,en,0,0,0.6369
Aanchal1726,12772,6.4625826E+017,its fun to own toyota! I love my car. http://t.co/S7ge09bRZZ @Toyota_India,,9/22/2015  9:42 AM,en,1,0,0.8313
iSagardutt,6486,6.4624123E+017,@Toyota_India #JoyOfOwningAToyota. I am in Love with this video. #Kudos to you team. https://t.co/sZ0lawcFcV,1,9/22/2015  8:34 AM,en,0,0,0.6369
Plan_B_Sztar8,623,6.4620438E+017,Found a white 1993 Toyota Supra 6 speed and I think I've fallen in love. 😍,,9/22/2015  6:08 AM,en,0,2,0.4019
sfarva,59,6.461696E+017,@russlaraway @Toyota love to see pics of that when you get it. Dm me!!!,1,9/22/2015  3:50 AM,en,0,0,0.7249
iz_golden,19,6.4615651E+017,So proud of you love! 🌟🌟Everyone check out @jeanette_samano Toyota commercial!!!! Link on her bio.… https://t.co/CQsKLHu4JW,1,9/22/2015  2:58 AM,en,1,1,0.8677
Omar_landaverde,982,6.4614881E+017,In love with my office's view! @ TOYOTA MONTERREY https://t.co/W3pXz354e5,1,9/22/2015  2:27 AM,en,0,0,0.6696
bkstgurl,362,6.4613936E+017,Sooo ummm Hey Toyota ... I LOVE that @Miles_Teller is narrating your commercials !!,,9/22/2015  1:50 AM,en,0,0,0.7592
laneygalligan,3948,6.4613496E+017,Now that would be fun! @Toyota_Aus 700+ bloggers would love to have you at our event.  https://t.co/gDwSZgku3A,1,9/22/2015  1:32 AM,en,0,0,0.8313
WooParkMazda,80,6.461339E+017,Congratulations to Bryan Gallo-Malta on his purchase of his Toyota Tundra.  Great choice and we love the TRD... http://t.co/xE7OwcYL1Q,1,9/22/2015  1:28 AM,en,0,0,0.9217
gordon_dona,14,6.4607286E+017,"@Toyota Bought this car in Oct 05...Love my 2006 Toyota Camry -  #350,000+miles #toyotastrong http://t.co/hXsMZU6zj6",1,9/21/2015  9:25 PM,en,1,2,0
PugPug_Love,8973,6.460717E+017,His and hers 🚗🚘 #bmw #Corolla #toyota  #320 #pug #Pugstagram #alfie #myboy http://t.co/mpPIRBX8VW http://t.co/9PwEs6WCPY,1,9/21/2015  9:21 PM,en,1,0,0
itoddk17,1543,6.4605036E+017,Need my '98 Toyota Avalon to last that long as well. Would love me an Apple Car! https://t.co/IReDxFl730,1,9/21/2015  7:56 PM,en,0,0,0.7644
